Time,Temp,Humidity,mq2_adc,mq2_v,mq2_Rs,mq2_Rs/Ro,mq2_GI,mq4_adc,mq4_v,mq4_Rs,mq4_Rs/Ro,mq4_GI
23:50:00,32.5,87,503,2.458,13305.0,0.517,51,371,1.813,1581.7,0.360,72
24:00:00,32.3,88,503,2.458,13305.0,0.517,51,373,1.823,1568.4,0.359,72
24:10:00,32.2,88,504,2.463,13253.0,0.516,51,375,1.833,1555.2,0.357,72
24:20:00,32.1,88,506,2.473,13149.8,0.515,51,380,1.857,1522.9,0.354,73
24:30:00,32.2,88,557,2.722,10767.4,0.496,54,514,2.512,891.2,0.324,77
24:40:00,32.0,89,552,2.698,10981.5,0.482,56,513,2.507,894.7,0.299,80
24:50:00,32.0,89,549,2.683,11111.8,0.471,57,511,2.498,901.8,0.280,82
25:00:00,32.0,89,546,2.669,11243.6,0.464,58,508,2.483,912.4,0.265,83
25:10:00,32.0,90,545,2.664,11287.8,0.459,59,509,2.488,908.8,0.253,85
25:20:00,32.1,90,544,2.659,11332.2,0.455,59,510,2.493,905.3,0.243,86
25:30:00,32.1,90,543,2.654,11376.8,0.452,60,511,2.498,901.8,0.235,86
25:40:00,32.1,90,543,2.654,11376.8,0.450,60,511,2.498,901.8,0.229,87
25:50:00,32.1,90,543,2.654,11376.8,0.448,60,513,2.507,894.7,0.224,88
26:00:00,32.2,90,542,2.649,11421.5,0.447,60,514,2.512,891.2,0.219,88
26:10:00,32.2,90,542,2.649,11421.5,0.446,60,515,2.517,887.8,0.215,88
26:20:00,32.2,90,541,2.644,11466.4,0.446,61,517,2.527,880.9,0.212,89
26:30:00,32.2,90,542,2.649,11421.5,0.445,61,520,2.542,870.6,0.209,89
26:40:00,32.2,90,542,2.649,11421.5,0.445,61,521,2.546,867.2,0.206,89
26:50:00,32.3,90,542,2.649,11421.5,0.444,61,522,2.551,863.8,0.204,90
27:00:00,32.3,90,541,2.644,11466.4,0.444,61,524,2.561,857.1,0.202,90
27:10:00,32.3,90,542,2.649,11421.5,0.444,61,524,2.561,857.1,0.200,90
27:20:00,32.3,90,541,2.644,11466.4,0.444,61,526,2.571,850.4,0.199,90
27:30:00,32.3,90,542,2.649,11421.5,0.444,61,529,2.586,840.5,0.197,90
27:40:00,32.3,90,542,2.649,11421.5,0.444,61,530,2.590,837.2,0.195,90
27:50:00,32.4,90,541,2.644,11466.4,0.444,61,531,2.595,833.9,0.194,91
28:00:00,32.4,90,542,2.649,11421.5,0.444,61,532,2.600,830.6,0.193,91
28:10:00,32.4,90,542,2.649,11421.5,0.443,61,533,2.605,827.4,0.191,91
28:20:00,32.4,90,542,2.649,11421.5,0.443,61,534,2.610,824.2,0.190,91
28:30:00,32.4,90,542,2.649,11421.5,0.443,61,535,2.615,820.9,0.189,91
28:40:00,32.4,90,542,2.649,11421.5,0.443,61,536,2.620,817.7,0.188,91
28:50:00,32.4,90,541,2.644,11466.4,0.443,61,535,2.615,820.9,0.188,91
29:00:00,32.5,90,541,2.644,11466.4,0.444,61,536,2.620,817.7,0.187,91
29:10:00,32.5,90,541,2.644,11466.4,0.444,61,537,2.625,814.5,0.186,91
29:20:00,32.5,90,541,2.644,11466.4,0.444,61,538,2.630,811.3,0.186,91
29:30:00,32.5,90,541,2.644,11466.4,0.444,61,538,2.630,811.3,0.185,91
29:40:00,32.5,90,541,2.644,11466.4,0.444,61,539,2.634,808.2,0.185,92
29:50:00,32.5,90,541,2.644,11466.4,0.444,61,540,2.639,805.0,0.184,92
30:00:00,32.5,90,541,2.644,11466.4,0.444,61,541,2.644,801.8,0.183,92
30:10:00,32.6,90,541,2.644,11466.4,0.444,61,542,2.649,798.7,0.183,92
30:20:00,32.6,89,541,2.644,11466.4,0.444,61,543,2.654,795.6,0.182,92
30:30:00,32.6,90,541,2.644,11466.4,0.444,61,543,2.654,795.6,0.182,92
30:40:00,32.6,90,541,2.644,11466.4,0.444,61,544,2.659,792.5,0.181,92
30:50:00,32.6,90,541,2.644,11466.4,0.444,61,545,2.664,789.4,0.180,92
31:00:00,32.6,89,541,2.644,11466.4,0.444,61,546,2.669,786.3,0.180,92
31:10:00,32.6,90,541,2.644,11466.4,0.444,61,547,2.674,783.2,0.179,92
31:20:00,32.6,90,541,2.644,11466.4,0.444,61,548,2.678,780.1,0.179,92
31:30:00,32.7,90,542,2.649,11421.5,0.444,61,550,2.688,774.0,0.178,92
31:40:00,32.7,90,542,2.649,11421.5,0.444,61,550,2.688,774.0,0.177,92
31:50:00,32.7,90,542,2.649,11421.5,0.444,61,552,2.698,767.9,0.176,92
32:00:00,32.7,90,542,2.649,11421.5,0.443,61,553,2.703,764.9,0.176,92
32:10:00,32.7,89,542,2.649,11421.5,0.443,61,555,2.713,758.9,0.175,93
32:20:00,32.7,90,542,2.649,11421.5,0.443,61,556,2.717,755.9,0.174,93
32:30:00,32.7,90,543,2.654,11376.8,0.443,61,558,2.727,750.0,0.173,93
32:40:00,32.7,90,543,2.654,11376.8,0.442,61,558,2.727,750.0,0.172,93
32:50:00,32.7,90,543,2.654,11376.8,0.442,61,560,2.737,744.1,0.171,93
33:00:00,32.7,90,543,2.654,11376.8,0.442,61,562,2.747,738.3,0.170,93
33:10:00,32.7,90,543,2.654,11376.8,0.442,61,563,2.752,735.3,0.170,93
33:20:00,32.7,90,543,2.654,11376.8,0.442,61,564,2.757,732.4,0.169,93
33:30:00,32.8,90,544,2.659,11332.2,0.441,61,565,2.761,729.6,0.168,93
33:40:00,32.8,90,543,2.654,11376.8,0.441,61,567,2.771,723.8,0.167,93
33:50:00,32.8,90,544,2.659,11332.2,0.441,61,568,2.776,721.0,0.166,93
34:00:00,32.8,90,544,2.659,11332.2,0.440,61,569,2.781,718.1,0.165,93
34:10:00,32.8,90,544,2.659,11332.2,0.440,61,570,2.786,715.3,0.165,94
34:20:00,32.8,90,544,2.659,11332.2,0.440,61,571,2.791,712.4,0.164,94
34:30:00,32.8,90,544,2.659,11332.2,0.440,61,572,2.796,709.6,0.163,94
34:40:00,32.8,90,544,2.659,11332.2,0.440,61,574,2.805,704.0,0.162,94
34:50:00,32.8,90,544,2.659,11332.2,0.440,61,574,2.805,704.0,0.162,94
35:00:00,32.8,90,544,2.659,11332.2,0.440,61,575,2.810,701.2,0.161,94
35:10:00,32.8,90,545,2.664,11287.8,0.439,61,577,2.820,695.7,0.160,94
35:20:00,32.8,90,545,2.664,11287.8,0.439,61,578,2.825,692.9,0.159,94
35:30:00,32.8,90,545,2.664,11287.8,0.439,62,580,2.835,687.4,0.159,94
35:40:00,32.8,90,545,2.664,11287.8,0.438,62,581,2.840,684.7,0.158,94
35:50:00,32.8,90,545,2.664,11287.8,0.438,62,582,2.845,682.0,0.157,94
36:00:00,32.8,90,545,2.664,11287.8,0.438,62,583,2.849,679.2,0.156,94
36:10:00,32.8,90,546,2.669,11243.6,0.438,62,584,2.854,676.5,0.155,94
36:20:00,32.9,90,546,2.669,11243.6,0.437,62,585,2.859,673.8,0.155,95
36:30:00,32.9,90,545,2.664,11287.8,0.437,62,585,2.859,673.8,0.154,95
36:40:00,32.9,90,545,2.664,11287.8,0.437,62,586,2.864,671.2,0.154,95
36:50:00,32.9,90,546,2.669,11243.6,0.437,62,587,2.869,668.5,0.153,95
37:00:00,32.9,90,546,2.669,11243.6,0.437,62,588,2.874,665.8,0.153,95
37:10:00,32.9,90,546,2.669,11243.6,0.437,62,589,2.879,663.2,0.152,95
37:20:00,32.9,90,546,2.669,11243.6,0.437,62,590,2.884,660.5,0.151,95
37:30:00,32.9,90,546,2.669,11243.6,0.436,62,591,2.889,657.9,0.151,95
37:40:00,32.9,90,546,2.669,11243.6,0.436,62,592,2.893,655.2,0.150,95
37:50:00,32.9,90,546,2.669,11243.6,0.436,62,593,2.898,652.6,0.150,95
38:00:00,32.9,90,546,2.669,11243.6,0.436,62,595,2.908,647.4,0.149,95
38:10:00,32.9,90,547,2.674,11199.5,0.436,62,596,2.913,644.8,0.148,95
38:20:00,33.0,90,547,2.674,11199.5,0.435,62,597,2.918,642.2,0.148,95
38:30:00,33.0,90,547,2.674,11199.5,0.435,62,598,2.923,639.6,0.147,95
38:40:00,33.0,90,547,2.674,11199.5,0.435,62,598,2.923,639.6,0.146,95
38:50:00,33.0,90,547,2.674,11199.5,0.435,62,598,2.923,639.6,0.146,95
39:00:00,33.0,90,546,2.669,11243.6,0.435,62,595,2.908,647.4,0.146,95
39:10:00,33.0,89,545,2.664,11287.8,0.436,62,594,2.903,650.0,0.146,95
39:20:00,32.8,89,545,2.664,11287.8,0.436,62,596,2.913,644.8,0.146,95
39:30:00,32.8,89,546,2.669,11243.6,0.436,62,598,2.923,639.6,0.146,95
39:40:00,32.8,89,547,2.674,11199.5,0.436,62,600,2.933,634.5,0.145,95
39:50:00,32.7,89,547,2.674,11199.5,0.435,62,602,2.942,629.4,0.145,96
40:00:00,32.6,89,548,2.678,11155.6,0.435,62,604,2.952,624.3,0.144,96
40:10:00,32.6,89,547,2.674,11199.5,0.435,62,605,2.957,621.8,0.143,96
40:20:00,32.6,89,547,2.674,11199.5,0.435,62,606,2.962,619.3,0.142,96
40:30:00,32.5,89,548,2.678,11155.6,0.434,62,607,2.967,616.8,0.142,96
40:40:00,32.5,89,548,2.678,11155.6,0.434,62,609,2.977,611.8,0.141,96
40:50:00,32.5,89,548,2.678,11155.6,0.434,62,609,2.977,611.8,0.140,96
41:00:00,32.5,89,548,2.678,11155.6,0.433,62,611,2.986,606.9,0.140,96
41:10:00,32.5,89,548,2.678,11155.6,0.433,62,612,2.991,604.4,0.139,96
41:20:00,32.5,89,548,2.678,11155.6,0.433,62,612,2.991,604.4,0.139,96
41:30:00,32.5,89,548,2.678,11155.6,0.433,62,613,2.996,602.0,0.138,96
41:40:00,32.4,89,548,2.678,11155.6,0.433,62,613,2.996,602.0,0.138,96
41:50:00,32.4,89,549,2.683,11111.8,0.432,62,615,3.006,597.1,0.137,96
42:00:00,32.4,89,499,2.439,13514.8,0.451,60,450,2.199,1146.0,0.161,94
0:10:00,32.8,89,506,2.473,13149.8,0.510,52,454,2.219,1128.0,0.255,85
0:20:00,32.7,89,502,2.454,13357.1,0.511,52,436,2.131,1211.7,0.258,84
0:30:00,32.8,88,505,2.468,13201.3,0.511,52,439,2.146,1197.3,0.261,84
0:40:00,32.8,88,508,2.483,13047.3,0.510,52,443,2.165,1178.3,0.262,84
0:50:00,32.8,88,509,2.488,12996.4,0.509,52,445,2.175,1169.0,0.262,84
1:00:00,32.9,88,510,2.493,12945.7,0.508,52,446,2.180,1164.3,0.262,84
1:10:00,32.8,88,511,2.498,12895.2,0.506,53,448,2.190,1155.1,0.262,84
1:20:00,32.8,88,512,2.502,12844.9,0.504,53,450,2.199,1146.0,0.261,84
1:30:00,32.8,88,512,2.502,12844.9,0.503,53,450,2.199,1146.0,0.261,84
1:40:00,32.8,88,513,2.507,12794.7,0.502,53,451,2.204,1141.5,0.260,84
1:50:00,32.8,88,514,2.512,12744.8,0.500,53,452,2.209,1136.9,0.259,84
2:00:00,32.8,88,515,2.517,12695.1,0.499,54,453,2.214,1132.5,0.259,84
2:10:00,32.8,88,515,2.517,12695.1,0.497,54,455,2.224,1123.5,0.258,84
2:20:00,32.8,88,515,2.517,12695.1,0.496,54,456,2.229,1119.1,0.257,84
2:30:00,32.8,88,516,2.522,12645.5,0.495,54,457,2.234,1114.7,0.256,84
2:40:00,32.8,88,516,2.522,12645.5,0.494,54,458,2.239,1110.3,0.255,85
2:50:00,32.8,88,517,2.527,12596.2,0.493,54,458,2.239,1110.3,0.254,85
3:00:00,32.8,88,517,2.527,12596.2,0.492,54,459,2.243,1105.9,0.253,85
3:10:00,32.8,88,517,2.527,12596.2,0.491,54,460,2.248,1101.5,0.252,85
3:20:00,32.8,88,518,2.532,12547.0,0.490,55,461,2.253,1097.2,0.251,85
3:30:00,32.8,88,518,2.532,12547.0,0.490,55,462,2.258,1092.9,0.250,85
3:40:00,32.8,88,518,2.532,12547.0,0.489,55,463,2.263,1088.6,0.249,85
3:50:00,32.8,88,519,2.537,12498.0,0.488,55,464,2.268,1084.3,0.248,85
4:00:00,32.8,88,520,2.542,12449.2,0.487,55,464,2.268,1084.3,0.248,85
4:10:00,32.8,88,520,2.542,12449.2,0.486,55,466,2.278,1075.8,0.247,85
4:20:00,32.8,88,519,2.537,12498.0,0.486,55,465,2.273,1080.0,0.246,85
4:30:00,32.7,88,520,2.542,12449.2,0.485,55,466,2.278,1075.8,0.245,85
4:40:00,32.6,88,520,2.542,12449.2,0.485,55,467,2.283,1071.5,0.245,86
4:50:00,32.6,88,521,2.546,12400.7,0.484,55,468,2.287,1067.3,0.244,86
5:00:00,32.6,88,521,2.546,12400.7,0.483,56,469,2.292,1063.1,0.243,86
5:10:00,32.6,88,521,2.546,12400.7,0.483,56,469,2.292,1063.1,0.242,86
5:20:00,32.6,88,521,2.546,12400.7,0.482,56,470,2.297,1058.9,0.242,86
5:30:00,32.6,88,522,2.551,12352.2,0.482,56,470,2.297,1058.9,0.241,86
5:40:00,32.6,88,521,2.546,12400.7,0.481,56,470,2.297,1058.9,0.241,86
5:50:00,32.6,88,522,2.551,12352.2,0.481,56,470,2.297,1058.9,0.240,86
6:00:00,32.5,88,522,2.551,12352.2,0.481,56,471,2.302,1054.8,0.240,86
6:10:00,32.5,88,523,2.556,12304.0,0.480,56,472,2.307,1050.6,0.239,86
6:20:00,32.5,88,523,2.556,12304.0,0.479,56,472,2.307,1050.6,0.239,86
6:30:00,32.5,88,523,2.556,12304.0,0.479,56,473,2.312,1046.5,0.238,86
6:40:00,32.5,88,523,2.556,12304.0,0.478,56,473,2.312,1046.5,0.238,86
6:50:00,32.5,88,523,2.556,12304.0,0.478,56,474,2.317,1042.4,0.237,86
7:00:00,32.5,88,524,2.561,12256.0,0.478,56,477,2.331,1030.2,0.236,86
7:10:00,32.5,88,522,2.551,12352.2,0.478,56,472,2.307,1050.6,0.237,86
7:20:00,32.6,88,522,2.551,12352.2,0.478,56,471,2.302,1054.8,0.237,86
7:30:00,32.6,88,522,2.551,12352.2,0.478,56,471,2.302,1054.8,0.237,86
7:40:00,32.7,88,522,2.551,12352.2,0.478,56,472,2.307,1050.6,0.237,86
7:50:00,32.8,88,522,2.551,12352.2,0.478,56,472,2.307,1050.6,0.237,86
8:00:00,32.8,88,522,2.551,12352.2,0.479,56,472,2.307,1050.6,0.237,86
8:10:00,32.8,88,521,2.546,12400.7,0.479,56,473,2.312,1046.5,0.237,86
8:20:00,32.9,88,522,2.551,12352.2,0.479,56,473,2.312,1046.5,0.237,86
8:30:00,32.9,88,522,2.551,12352.2,0.479,56,474,2.317,1042.4,0.236,86
8:40:00,32.9,88,522,2.551,12352.2,0.479,56,474,2.317,1042.4,0.236,86
8:50:00,33.0,88,522,2.551,12352.2,0.479,56,475,2.322,1038.3,0.236,86
9:00:00,33.0,88,522,2.551,12352.2,0.479,56,476,2.326,1034.2,0.235,86
9:10:00,33.0,88,522,2.551,12352.2,0.479,56,477,2.331,1030.2,0.235,87
9:20:00,33.0,88,523,2.556,12304.0,0.479,56,477,2.331,1030.2,0.234,87
9:30:00,33.1,88,523,2.556,12304.0,0.478,56,478,2.336,1026.2,0.234,87
9:40:00,33.1,88,523,2.556,12304.0,0.478,56,479,2.341,1022.1,0.233,87
9:50:00,33.1,88,523,2.556,12304.0,0.478,56,479,2.341,1022.1,0.233,87
10:00:00,33.1,88,522,2.551,12352.2,0.478,56,480,2.346,1018.1,0.232,87
10:10:00,33.2,88,523,2.556,12304.0,0.478,56,480,2.346,1018.1,0.232,87
10:20:00,33.2,88,523,2.556,12304.0,0.478,56,481,2.351,1014.1,0.231,87
10:30:00,33.2,88,523,2.556,12304.0,0.477,56,481,2.351,1014.1,0.231,87
10:40:00,33.2,88,523,2.556,12304.0,0.477,56,482,2.356,1010.2,0.230,87
10:50:00,33.2,88,523,2.556,12304.0,0.477,56,482,2.356,1010.2,0.230,87
11:00:00,33.2,88,523,2.556,12304.0,0.477,56,483,2.361,1006.2,0.229,87
11:10:00,33.3,88,523,2.556,12304.0,0.477,56,484,2.366,1002.3,0.229,87
11:20:00,33.3,88,522,2.551,12352.2,0.478,56,484,2.366,1002.3,0.228,87
11:30:00,33.3,88,522,2.551,12352.2,0.478,56,485,2.370,998.4,0.228,87
11:40:00,33.3,87,523,2.556,12304.0,0.478,56,486,2.375,994.4,0.227,87
11:50:00,33.3,87,523,2.556,12304.0,0.478,56,486,2.375,994.4,0.226,87
12:00:00,33.3,87,523,2.556,12304.0,0.477,56,486,2.375,994.4,0.226,87
12:10:00,33.4,87,523,2.556,12304.0,0.477,56,487,2.380,990.6,0.226,87
12:20:00,33.4,87,523,2.556,12304.0,0.477,56,488,2.385,986.7,0.225,88
12:30:00,33.4,87,523,2.556,12304.0,0.477,56,488,2.385,986.7,0.224,88
12:40:00,33.4,87,523,2.556,12304.0,0.477,56,489,2.390,982.8,0.224,88
12:50:00,33.4,87,523,2.556,12304.0,0.477,56,489,2.390,982.8,0.224,88
13:00:00,33.4,87,523,2.556,12304.0,0.477,56,490,2.395,979.0,0.223,88
13:10:00,33.5,87,523,2.556,12304.0,0.477,56,491,2.400,975.2,0.222,88
13:20:00,33.5,87,523,2.556,12304.0,0.477,56,491,2.400,975.2,0.222,88
13:30:00,33.5,87,523,2.556,12304.0,0.477,56,492,2.405,971.3,0.221,88
13:40:00,33.5,87,523,2.556,12304.0,0.477,56,492,2.405,971.3,0.221,88
13:50:00,33.5,87,523,2.556,12304.0,0.477,56,493,2.410,967.5,0.220,88
14:00:00,33.5,87,523,2.556,12304.0,0.477,56,494,2.414,963.8,0.220,88
14:10:00,33.5,87,523,2.556,12304.0,0.477,56,494,2.414,963.8,0.219,88
14:20:00,33.5,87,523,2.556,12304.0,0.477,56,495,2.419,960.0,0.219,88
14:30:00,33.5,87,523,2.556,12304.0,0.477,56,495,2.419,960.0,0.218,88
14:40:00,33.6,87,523,2.556,12304.0,0.477,56,496,2.424,956.2,0.218,88
14:50:00,33.6,87,523,2.556,12304.0,0.477,56,497,2.429,952.5,0.217,88
15:00:00,33.6,87,523,2.556,12304.0,0.477,56,497,2.429,952.5,0.217,88
15:10:00,33.6,87,523,2.556,12304.0,0.477,56,498,2.434,948.8,0.216,88
15:20:00,33.6,87,524,2.561,12256.0,0.477,56,500,2.444,941.4,0.216,88
15:30:00,33.6,87,524,2.561,12256.0,0.476,56,502,2.454,934.1,0.215,89
15:40:00,33.6,87,524,2.561,12256.0,0.476,57,502,2.454,934.1,0.214,89
15:50:00,33.7,87,524,2.561,12256.0,0.476,57,503,2.458,930.4,0.213,89
16:00:00,33.7,87,524,2.561,12256.0,0.476,57,504,2.463,926.8,0.212,89
16:10:00,33.7,87,524,2.561,12256.0,0.476,57,504,2.463,926.8,0.212,89
16:20:00,33.6,87,524,2.561,12256.0,0.476,57,505,2.468,923.2,0.211,89
16:30:00,33.7,87,524,2.561,12256.0,0.475,57,505,2.468,923.2,0.210,89
16:40:00,33.7,87,524,2.561,12256.0,0.475,57,506,2.473,919.6,0.210,89
16:50:00,33.7,87,524,2.561,12256.0,0.475,57,507,2.478,916.0,0.209,89
17:00:00,33.7,87,524,2.561,12256.0,0.475,57,507,2.478,916.0,0.209,89
17:10:00,33.7,87,524,2.561,12256.0,0.475,57,508,2.483,912.4,0.208,89
17:20:00,33.7,87,524,2.561,12256.0,0.475,57,508,2.483,912.4,0.208,89
17:30:00,33.7,87,524,2.561,12256.0,0.475,57,509,2.488,908.8,0.207,89
17:40:00,33.7,87,524,2.561,12256.0,0.475,57,509,2.488,908.8,0.207,89
17:50:00,33.7,87,524,2.561,12256.0,0.475,57,510,2.493,905.3,0.206,89
18:00:00,33.8,87,524,2.561,12256.0,0.475,57,511,2.498,901.8,0.206,89
18:10:00,33.8,87,525,2.566,12208.1,0.475,57,511,2.498,901.8,0.205,89
18:20:00,33.7,87,525,2.566,12208.1,0.474,57,512,2.502,898.2,0.205,90
18:30:00,33.8,87,524,2.561,12256.0,0.475,57,513,2.507,894.7,0.204,90
18:40:00,33.8,87,524,2.561,12256.0,0.475,57,513,2.507,894.7,0.204,90
18:50:00,33.8,87,525,2.566,12208.1,0.474,57,514,2.512,891.2,0.203,90
19:00:00,33.8,87,525,2.566,12208.1,0.474,57,514,2.512,891.2,0.203,90
19:10:00,33.8,87,525,2.566,12208.1,0.474,57,515,2.517,887.8,0.202,90
19:20:00,33.8,87,525,2.566,12208.1,0.474,57,516,2.522,884.3,0.202,90
19:30:00,33.8,87,525,2.566,12208.1,0.474,57,516,2.522,884.3,0.201,90
19:40:00,33.9,87,524,2.561,12256.0,0.474,57,517,2.527,880.9,0.201,90
19:50:00,33.9,87,525,2.566,12208.1,0.474,57,517,2.527,880.9,0.200,90
20:00:00,33.9,87,525,2.566,12208.1,0.474,57,518,2.532,877.4,0.200,90
20:10:00,33.9,87,525,2.566,12208.1,0.474,57,518,2.532,877.4,0.200,90
20:20:00,33.9,87,524,2.561,12256.0,0.474,57,519,2.537,874.0,0.199,90
20:30:00,33.9,87,525,2.566,12208.1,0.474,57,520,2.542,870.6,0.199,90
20:40:00,33.9,87,525,2.566,12208.1,0.474,57,520,2.542,870.6,0.198,90
20:50:00,34.0,87,527,2.576,12112.9,0.473,57,527,2.576,847.1,0.197,90
21:00:00,34.0,87,529,2.586,12018.5,0.471,57,538,2.630,811.3,0.194,91
21:10:00,33.8,87,531,2.595,11924.7,0.470,57,544,2.659,792.5,0.191,91
21:20:00,33.6,87,530,2.590,11971.5,0.469,58,545,2.664,789.4,0.188,91
21:30:00,33.6,87,529,2.586,12018.5,0.468,58,545,2.664,789.4,0.186,91
21:40:00,33.5,87,529,2.586,12018.5,0.468,58,545,2.664,789.4,0.185,92
21:50:00,33.5,87,529,2.586,12018.5,0.467,58,545,2.664,789.4,0.183,92
22:00:00,33.5,87,528,2.581,12065.6,0.467,58,546,2.669,786.3,0.182,92
22:10:00,33.5,87,528,2.581,12065.6,0.467,58,546,2.669,786.3,0.181,92
22:20:00,33.4,87,528,2.581,12065.6,0.467,58,546,2.669,786.3,0.180,92
22:30:00,33.4,87,528,2.581,12065.6,0.468,58,546,2.669,786.3,0.180,92
22:40:00,33.4,87,527,2.576,12112.9,0.468,58,546,2.669,786.3,0.179,92
22:50:00,33.4,87,527,2.576,12112.9,0.468,58,546,2.669,786.3,0.179,92
23:00:00,33.4,87,527,2.576,12112.9,0.469,58,546,2.669,786.3,0.179,92
23:10:00,33.4,87,526,2.571,12160.4,0.469,57,546,2.669,786.3,0.178,92
23:20:00,33.4,87,526,2.571,12160.4,0.470,57,546,2.669,786.3,0.178,92
23:30:00,33.4,87,526,2.571,12160.4,0.470,57,546,2.669,786.3,0.178,92
23:40:00,33.3,87,526,2.571,12160.4,0.470,57,546,2.669,786.3,0.178,92
23:50:00,33.3,87,525,2.566,12208.1,0.471,57,546,2.669,786.3,0.178,92
24:00:00,33.3,87,525,2.566,12208.1,0.471,57,546,2.669,786.3,0.178,92
24:10:00,33.3,87,525,2.566,12208.1,0.472,57,546,2.669,786.3,0.178,92
24:20:00,33.3,87,524,2.561,12256.0,0.472,57,546,2.669,786.3,0.178,92
0:10:00,33.5,87,536,2.620,11693.5,0.453,60,570,2.786,715.3,0.161,94
0:20:00,33.3,87,527,2.576,12112.9,0.457,59,542,2.649,798.7,0.165,93
0:30:00,33.3,87,528,2.581,12065.6,0.459,59,545,2.664,789.4,0.168,93
0:40:00,33.4,87,528,2.581,12065.6,0.461,59,545,2.664,789.4,0.170,93
0:50:00,33.4,87,535,2.615,11739.4,0.459,59,567,2.771,723.8,0.169,93
1:00:00,33.4,87,534,2.610,11785.4,0.459,59,567,2.771,723.8,0.167,93
1:10:00,33.3,87,534,2.610,11785.4,0.459,59,567,2.771,723.8,0.167,93
1:20:00,33.3,87,534,2.610,11785.4,0.458,59,567,2.771,723.8,0.166,93
1:30:00,33.3,87,534,2.610,11785.4,0.458,59,567,2.771,723.8,0.165,93
1:40:00,33.3,87,533,2.605,11831.7,0.458,59,568,2.776,721.0,0.165,94
1:50:00,33.3,87,533,2.605,11831.7,0.458,59,567,2.771,723.8,0.165,94
2:00:00,33.3,87,533,2.605,11831.7,0.458,59,568,2.776,721.0,0.164,94
2:10:00,33.3,87,533,2.605,11831.7,0.458,59,569,2.781,718.1,0.164,94
2:20:00,33.3,86,533,2.605,11831.7,0.458,59,569,2.781,718.1,0.163,94
2:30:00,33.3,86,535,2.615,11739.4,0.458,59,572,2.796,709.6,0.163,94
2:40:00,33.2,86,535,2.615,11739.4,0.457,59,574,2.805,704.0,0.162,94
2:50:00,33.2,86,535,2.615,11739.4,0.457,59,574,2.805,704.0,0.161,94
3:00:00,33.1,86,535,2.615,11739.4,0.456,59,573,2.801,706.8,0.161,94
3:10:00,33.1,86,535,2.615,11739.4,0.456,59,574,2.805,704.0,0.161,94
3:20:00,33.1,86,535,2.615,11739.4,0.456,59,574,2.805,704.0,0.160,94
3:30:00,33.1,86,535,2.615,11739.4,0.456,59,574,2.805,704.0,0.160,94
3:40:00,33.1,86,535,2.615,11739.4,0.456,59,574,2.805,704.0,0.160,94
3:50:00,33.1,86,536,2.620,11693.5,0.455,59,575,2.810,701.2,0.159,94
4:00:00,33.0,86,535,2.615,11739.4,0.455,59,575,2.810,701.2,0.159,94
4:10:00,33.0,86,535,2.615,11739.4,0.455,59,575,2.810,701.2,0.159,94
4:20:00,33.0,86,535,2.615,11739.4,0.455,59,574,2.805,704.0,0.159,94
4:30:00,33.0,86,534,2.610,11785.4,0.455,59,574,2.805,704.0,0.159,94
4:40:00,32.9,86,535,2.615,11739.4,0.455,59,574,2.805,704.0,0.159,94
4:50:00,32.9,86,535,2.615,11739.4,0.455,59,574,2.805,704.0,0.159,94
5:00:00,32.9,86,535,2.615,11739.4,0.455,59,574,2.805,704.0,0.159,94
5:10:00,32.8,86,535,2.615,11739.4,0.455,59,575,2.810,701.2,0.159,94
5:20:00,32.8,86,535,2.615,11739.4,0.455,59,575,2.810,701.2,0.159,94
5:30:00,32.8,86,535,2.615,11739.4,0.455,59,575,2.810,701.2,0.159,94
5:40:00,32.8,86,535,2.615,11739.4,0.455,59,575,2.810,701.2,0.159,94
5:50:00,32.7,86,535,2.615,11739.4,0.455,59,575,2.810,701.2,0.158,94
6:00:00,32.7,86,536,2.620,11693.5,0.455,59,580,2.835,687.4,0.158,94
6:10:00,32.8,86,535,2.615,11739.4,0.455,59,578,2.825,692.9,0.158,94
6:20:00,32.9,86,532,2.600,11878.1,0.456,59,574,2.805,704.0,0.158,94
6:30:00,32.9,86,531,2.595,11924.7,0.457,59,571,2.791,712.4,0.158,94
6:40:00,33.0,86,531,2.595,11924.7,0.458,59,570,2.786,715.3,0.159,94
6:50:00,33.0,86,530,2.590,11971.5,0.459,59,570,2.786,715.3,0.159,94
7:00:00,33.1,86,530,2.590,11971.5,0.460,59,570,2.786,715.3,0.160,94
7:10:00,33.1,86,530,2.590,11971.5,0.461,59,571,2.791,712.4,0.160,94
7:20:00,33.1,86,530,2.590,11971.5,0.462,58,571,2.791,712.4,0.160,94
7:30:00,33.1,86,531,2.595,11924.7,0.462,58,571,2.791,712.4,0.160,94
7:40:00,33.2,86,530,2.590,11971.5,0.462,58,571,2.791,712.4,0.160,94
7:50:00,33.2,86,530,2.590,11971.5,0.463,58,571,2.791,712.4,0.160,94
8:00:00,33.2,86,530,2.590,11971.5,0.463,58,572,2.796,709.6,0.160,94
8:10:00,33.3,86,530,2.590,11971.5,0.463,58,573,2.801,706.8,0.160,94
8:20:00,33.3,86,530,2.590,11971.5,0.463,58,573,2.801,706.8,0.160,94
8:30:00,33.3,86,530,2.590,11971.5,0.463,58,573,2.801,706.8,0.160,94
