time_ms,mq2_adc,mq2_V,mq2_Rs,mq2_Rs_R0,mq2_ppm,mq4_adc,mq4_V,mq4_Rs,mq4_Rs_R0,mq4_ppm,tempC,hum

600000,376,1.838,24417,3.4882,3,231,1.129,3154,5.7351,6,22.40,70.3
600000,400,1.955,22101,3.1573,4,258,1.261,2728,4.9598,9,22.90,73.0
600000,429,2.097,19648,2.8068,5,264,1.290,2645,4.8091,10,23.20,74.7
1200000,463,2.263,17163,2.4518,6,267,1.305,2605,4.7363,10,27.20,70.8
1800000,496,2.424,15077,2.1538,9,301,1.471,2207,4.0123,17,29.70,70.6
2400000,520,2.542,13726,1.9609,11,330,1.613,1932,3.5127,25,30.30,72.9
3000000,535,2.615,12943,1.8491,12,351,1.716,1761,3.2025,32,30.50,74.6
3600000,547,2.674,12348,1.7640,14,367,1.794,1644,2.9899,40,30.60,75.9
4200000,554,2.708,12013,1.7161,14,380,1.857,1557,2.8304,46,30.60,76.8
4800000,560,2.737,11732,1.6760,15,393,1.921,1475,2.6815,54,30.70,77.4
5400000,564,2.757,11548,1.6497,16,403,1.970,1415,2.5734,62,30.70,77.7
6000000,566,2.766,11457,1.6368,16,411,2.009,1370,2.4908,68,30.70,77.8
6600000,566,2.766,11457,1.6368,16,417,2.038,1337,2.4309,73,30.70,77.9
7200000,566,2.766,11457,1.6368,16,424,2.072,1300,2.3631,79,30.80,78.1
7800000,567,2.771,11412,1.6303,16,430,2.102,1269,2.3068,85,30.80,78.2
8400000,567,2.771,11412,1.6303,16,435,2.126,1244,2.2611,90,31.10,77.7
9000000,566,2.766,11457,1.6368,16,440,2.151,1219,2.2164,96,31.40,77.4
9600000,565,2.761,11503,1.6432,16,443,2.165,1205,2.1900,99,31.50,77.3
10200000,564,2.757,11548,1.6497,16,447,2.185,1186,2.1555,104,31.60,77.4
10800000,563,2.752,11594,1.6563,16,450,2.199,1171,2.1299,107,31.70,77.4
11400000,563,2.752,11594,1.6563,16,453,2.214,1158,2.1048,111,31.80,77.5
12000000,562,2.747,11640,1.6628,16,455,2.224,1148,2.0882,114,31.90,77.6
12600000,560,2.737,11732,1.6760,15,456,2.229,1144,2.0799,115,31.90,77.8
13200000,559,2.732,11778,1.6826,15,458,2.239,1135,2.0635,118,32.00,77.8
13800000,558,2.727,11825,1.6893,15,459,2.243,1130,2.0554,119,32.10,77.9
14400000,557,2.722,11872,1.6960,15,461,2.253,1122,2.0392,122,32.20,78.1
15000000,557,2.722,11872,1.6960,15,463,2.263,1113,2.0232,125,32.20,78.2
15600000,556,2.717,11919,1.7027,15,465,2.273,1104,2.0073,128,32.30,78.3
16200000,555,2.713,11966,1.7094,15,466,2.278,1100,1.9994,130,32.30,78.4
16800000,554,2.708,12013,1.7161,14,467,2.283,1095,1.9915,131,32.40,78.6
17400000,554,2.708,12013,1.7161,14,473,2.312,1070,1.9450,140,32.40,78.7
18000000,554,2.708,12013,1.7161,14,474,2.317,1066,1.9374,142,32.40,78.8
18600000,552,2.698,12108,1.7297,14,476,2.326,1057,1.9222,145,32.50,79.0
19200000,552,2.698,12108,1.7297,14,476,2.326,1057,1.9222,145,32.60,79.1
19800000,550,2.688,12203,1.7433,14,477,2.331,1053,1.9147,147,32.60,79.2
20400000,550,2.688,12203,1.7433,14,478,2.336,1049,1.9072,149,32.60,79.3
21000000,549,2.683,12251,1.7502,14,478,2.336,1049,1.9072,149,32.70,79.3
21600000,548,2.678,12300,1.7571,14,479,2.341,1045,1.8997,151,32.70,79.4
22200000,547,2.674,12348,1.7640,14,479,2.341,1045,1.8997,151,32.80,79.5
22800000,546,2.669,12397,1.7710,13,480,2.346,1041,1.8923,152,32.80,79.6
23400000,545,2.664,12446,1.7779,13,480,2.346,1041,1.8923,152,32.90,79.7
24000000,545,2.664,12446,1.7779,13,480,2.346,1041,1.8923,152,32.90,79.7
24600000,544,2.659,12495,1.7849,13,480,2.346,1041,1.8923,152,33.00,79.8
25200000,543,2.654,12544,1.7919,13,481,2.351,1037,1.8849,154,33.00,79.8
25800000,542,2.649,12593,1.7990,13,481,2.351,1037,1.8849,154,33.00,79.9
26400000,541,2.644,12642,1.8061,13,481,2.351,1037,1.8849,154,33.10,79.9
27000000,541,2.644,12642,1.8061,13,481,2.351,1037,1.8849,154,33.10,79.9
27600000,539,2.634,12742,1.8203,13,481,2.351,1037,1.8849,154,33.20,80.0
28200000,539,2.634,12742,1.8203,13,481,2.351,1037,1.8849,154,33.20,80.0
28800000,538,2.630,12792,1.8274,12,481,2.351,1037,1.8849,154,33.20,80.1
29400000,537,2.625,12842,1.8346,12,482,2.356,1033,1.8775,156,33.30,80.1
30000000,537,2.625,12842,1.8346,12,482,2.356,1033,1.8775,156,33.30,80.2
30600000,536,2.620,12893,1.8418,12,481,2.351,1037,1.8849,154,33.40,80.2
31200000,535,2.615,12943,1.8491,12,482,2.356,1033,1.8775,156,33.40,80.2
31800000,534,2.610,12994,1.8563,12,482,2.356,1033,1.8775,156,33.40,80.2
32400000,533,2.605,13045,1.8636,12,482,2.356,1033,1.8775,156,33.50,80.3
33000000,533,2.605,13045,1.8636,12,482,2.356,1033,1.8775,156,33.50,80.3
33600000,532,2.600,13096,1.8709,12,481,2.351,1037,1.8849,154,33.50,80.4
34200000,531,2.595,13148,1.8783,12,482,2.356,1033,1.8775,156,33.60,80.4
34800000,530,2.590,13199,1.8856,12,482,2.356,1033,1.8775,156,33.60,80.4
35400000,530,2.590,13199,1.8856,12,482,2.356,1033,1.8775,156,33.60,80.4
36000000,529,2.586,13251,1.8930,12,482,2.356,1033,1.8775,156,33.70,80.5
36600000,528,2.581,13303,1.9004,11,482,2.356,1033,1.8775,156,33.70,80.5
37200000,527,2.576,13355,1.9079,11,482,2.356,1033,1.8775,156,33.70,80.5
37800000,527,2.576,13355,1.9079,11,482,2.356,1033,1.8775,156,33.70,80.5
38400000,526,2.571,13408,1.9154,11,482,2.356,1033,1.8775,156,33.80,80.5
39000000,525,2.566,13460,1.9229,11,482,2.356,1033,1.8775,156,33.80,80.6
39600000,525,2.566,13460,1.9229,11,482,2.356,1033,1.8775,156,33.80,80.6
40200000,524,2.561,13513,1.9304,11,482,2.356,1033,1.8775,156,33.90,80.5
40800000,523,2.556,13566,1.9380,11,481,2.351,1037,1.8849,154,33.90,80.5
41400000,523,2.556,13566,1.9380,11,482,2.356,1033,1.8775,156,33.90,80.6
42000000,522,2.551,13619,1.9456,11,482,2.356,1033,1.8775,156,34.00,80.5
42600000,521,2.546,13673,1.9532,11,482,2.356,1033,1.8775,156,34.00,80.5
43200000,520,2.542,13726,1.9609,11,482,2.356,1033,1.8775,156,34.00,80.6
43800000,520,2.542,13726,1.9609,11,482,2.356,1033,1.8775,156,34.00,80.5
44400000,519,2.537,13780,1.9686,11,482,2.356,1033,1.8775,156,34.10,80.5
45000000,518,2.532,13834,1.9763,10,482,2.356,1033,1.8775,156,34.10,80.5
45600000,518,2.532,13834,1.9763,10,482,2.356,1033,1.8775,156,34.10,80.5
46200000,517,2.527,13888,1.9840,10,482,2.356,1033,1.8775,156,34.10,80.5
46800000,517,2.527,13888,1.9840,10,482,2.356,1033,1.8775,156,34.20,80.4
47400000,516,2.522,13943,1.9918,10,482,2.356,1033,1.8775,156,34.20,80.4
48000000,516,2.522,13943,1.9918,10,482,2.356,1033,1.8775,156,34.20,80.4
48600000,515,2.517,13997,1.9996,10,482,2.356,1033,1.8775,156,34.20,80.3
49200000,514,2.512,14052,2.0074,10,483,2.361,1029,1.8701,158,34.30,80.3
49800000,514,2.512,14052,2.0074,10,483,2.361,1029,1.8701,158,34.30,80.3
50400000,513,2.507,14107,2.0153,10,483,2.361,1029,1.8701,158,34.40,80.2
51000000,513,2.507,14107,2.0153,10,483,2.361,1029,1.8701,158,34.40,80.2
51600000,512,2.502,14162,2.0232,10,483,2.361,1029,1.8701,158,34.40,80.2
52200000,511,2.498,14218,2.0311,10,483,2.361,1029,1.8701,158,34.50,80.1
52800000,511,2.498,14218,2.0311,10,483,2.361,1029,1.8701,158,34.50,80.1
53400000,510,2.493,14273,2.0391,10,483,2.361,1029,1.8701,158,34.50,80.1
54000000,510,2.493,14273,2.0391,10,484,2.366,1025,1.8628,160,34.60,80.1
54600000,509,2.488,14329,2.0471,10,484,2.366,1025,1.8628,160,34.60,80.0
55200000,509,2.488,14329,2.0471,10,484,2.366,1025,1.8628,160,34.60,80.0
55800000,508,2.483,14386,2.0551,10,484,2.366,1025,1.8628,160,34.60,80.0
56400000,507,2.478,14442,2.0631,9,483,2.361,1029,1.8701,158,34.70,80.0
57000000,507,2.478,14442,2.0631,9,485,2.370,1021,1.8555,161,34.70,80.0
57600000,506,2.473,14498,2.0712,9,484,2.366,1025,1.8628,160,34.70,80.0
58200000,506,2.473,14498,2.0712,9,484,2.366,1025,1.8628,160,34.70,80.0
58800000,506,2.473,14498,2.0712,9,485,2.370,1021,1.8555,161,34.80,80.0
59400000,505,2.468,14555,2.0793,9,485,2.370,1021,1.8555,161,34.80,80.0
60000000,505,2.468,14555,2.0793,9,485,2.370,1021,1.8555,161,34.80,80.0
60600000,504,2.463,14612,2.0875,9,484,2.366,1025,1.8628,160,34.90,80.0
61200000,503,2.458,14670,2.0957,9,484,2.366,1025,1.8628,160,34.90,80.0
61800000,503,2.458,14670,2.0957,9,484,2.366,1025,1.8628,160,34.90,80.0
62400000,503,2.458,14670,2.0957,9,484,2.366,1025,1.8628,160,34.90,80.0
63000000,503,2.458,14670,2.0957,9,484,2.366,1025,1.8628,160,34.90,80.0
63600000,502,2.454,14727,2.1039,9,484,2.366,1025,1.8628,160,35.00,80.0
64200000,502,2.454,14727,2.1039,9,485,2.370,1021,1.8555,161,35.00,80.0
64800000,501,2.449,14785,2.1121,9,485,2.370,1021,1.8555,161,35.00,80.0
65400000,501,2.449,14785,2.1121,9,485,2.370,1021,1.8555,161,35.00,80.0
66000000,501,2.449,14785,2.1121,9,485,2.370,1021,1.8555,161,35.10,80.0
66600000,500,2.444,14843,2.1204,9,486,2.375,1017,1.8483,163,35.10,80.0
67200000,500,2.444,14843,2.1204,9,486,2.375,1017,1.8483,163,35.10,80.0
67800000,499,2.439,14901,2.1287,9,486,2.375,1017,1.8483,163,35.10,80.0
68400000,499,2.439,14901,2.1287,9,487,2.380,1013,1.8410,165,35.20,80.0
69000000,499,2.439,14901,2.1287,9,487,2.380,1013,1.8410,165,35.20,80.0
69600000,498,2.434,14959,2.1370,9,487,2.380,1013,1.8410,165,35.20,79.9
70200000,498,2.434,14959,2.1370,9,487,2.380,1013,1.8410,165,35.20,79.9
70800000,497,2.429,15018,2.1454,9,487,2.380,1013,1.8410,165,35.20,80.0
71400000,496,2.424,15077,2.1538,9,487,2.380,1013,1.8410,165,35.00,81.1
72000000,496,2.424,15077,2.1538,9,487,2.380,1013,1.8410,165,34.90,82.0
72600000,495,2.419,15136,2.1623,8,487,2.380,1013,1.8410,165,34.80,82.7
73200000,495,2.419,15136,2.1623,8,487,2.380,1013,1.8410,165,34.70,83.1
73800000,495,2.419,15136,2.1623,8,488,2.385,1009,1.8338,167,34.60,83.4
74400000,495,2.419,15136,2.1623,8,489,2.390,1005,1.8267,169,34.50,83.5
75000000,494,2.414,15195,2.1708,8,490,2.395,1001,1.8195,171,34.40,83.7
75600000,494,2.414,15195,2.1708,8,490,2.395,1001,1.8195,171,34.40,83.8
76200000,493,2.410,15255,2.1793,8,490,2.395,1001,1.8195,171,34.40,83.8
76800000,493,2.410,15255,2.1793,8,491,2.400,997,1.8124,173,34.40,83.9
77400000,493,2.410,15255,2.1793,8,491,2.400,997,1.8124,173,34.40,83.9
78000000,492,2.405,15315,2.1878,8,491,2.400,997,1.8124,173,34.40,84.0
78600000,492,2.405,15315,2.1878,8,492,2.405,993,1.8053,175,34.40,84.0
79200000,492,2.405,15315,2.1878,8,492,2.405,993,1.8053,175,34.30,84.0
79800000,492,2.405,15315,2.1878,8,492,2.405,993,1.8053,175,34.30,84.1
80400000,491,2.400,15375,2.1964,8,493,2.410,989,1.7983,177,34.30,84.0
81000000,491,2.400,15375,2.1964,8,493,2.410,989,1.7983,177,34.30,84.1
81600000,491,2.400,15375,2.1964,8,494,2.414,985,1.7912,179,34.30,84.2
82200000,491,2.400,15375,2.1964,8,495,2.419,981,1.7842,181,34.30,84.2
82800000,490,2.395,15435,2.2050,8,495,2.419,981,1.7842,181,34.30,84.3
83400000,490,2.395,15435,2.2050,8,496,2.424,978,1.7773,183,34.40,84.3
84000000,490,2.395,15435,2.2050,8,496,2.424,978,1.7773,183,34.40,84.4
84600000,490,2.395,15435,2.2050,8,497,2.429,974,1.7703,185,34.30,84.4
85200000,490,2.395,15435,2.2050,8,498,2.434,970,1.7634,188,34.30,84.4
85800000,490,2.395,15435,2.2050,8,498,2.434,970,1.7634,188,34.30,84.4
86400000,490,2.395,15435,2.2050,8,499,2.439,966,1.7565,190,34.30,84.4
87000000,489,2.390,15496,2.2137,8,499,2.439,966,1.7565,190,34.30,84.4
87600000,489,2.390,15496,2.2137,8,500,2.444,962,1.7497,192,34.20,84.4
88200000,489,2.390,15496,2.2137,8,500,2.444,962,1.7497,192,34.20,84.4
88800000,489,2.390,15496,2.2137,8,501,2.449,959,1.7428,194,34.20,84.4
89400000,489,2.390,15496,2.2137,8,501,2.449,959,1.7428,194,34.20,84.4
90000000,489,2.390,15496,2.2137,8,502,2.454,955,1.7360,196,34.20,84.4
90600000,488,2.385,15557,2.2224,8,502,2.454,955,1.7360,196,34.10,84.4
91200000,488,2.385,15557,2.2224,8,503,2.458,951,1.7293,199,34.10,84.4
91800000,488,2.385,15557,2.2224,8,503,2.458,951,1.7293,199,34.10,84.4
92400000,488,2.385,15557,2.2224,8,504,2.463,947,1.7225,201,34.10,84.4
93000000,488,2.385,15557,2.2224,8,504,2.463,947,1.7225,201,34.10,84.4
93600000,488,2.385,15557,2.2224,8,505,2.468,944,1.7158,203,34.00,84.3
94200000,487,2.380,15618,2.2311,8,505,2.468,944,1.7158,203,34.00,84.3
94800000,487,2.380,15618,2.2311,8,506,2.473,940,1.7091,206,34.00,84.3
95400000,487,2.380,15618,2.2311,8,506,2.473,940,1.7091,206,34.00,84.3
96000000,487,2.380,15618,2.2311,8,507,2.478,936,1.7024,208,34.00,84.2
96600000,487,2.380,15618,2.2311,8,507,2.478,936,1.7024,208,34.00,84.2
97200000,487,2.380,15618,2.2311,8,507,2.478,936,1.7024,208,33.90,84.1
97800000,487,2.380,15618,2.2311,8,508,2.483,933,1.6958,211,33.90,84.1
98400000,487,2.380,15618,2.2311,8,508,2.483,933,1.6958,211,33.90,84.1
99000000,487,2.380,15618,2.2311,8,509,2.488,929,1.6892,213,33.80,84.0
99600000,487,2.380,15618,2.2311,8,508,2.483,933,1.6958,211,33.80,84.0
100200000,487,2.380,15618,2.2311,8,508,2.483,933,1.6958,211,33.70,83.8
100800000,487,2.380,15618,2.2311,8,508,2.483,933,1.6958,211,33.50,83.7
101400000,487,2.380,15618,2.2311,8,508,2.483,933,1.6958,211,33.40,83.7
102000000,487,2.380,15618,2.2311,8,509,2.488,929,1.6892,213,33.30,83.7
102600000,486,2.375,15679,2.2399,8,509,2.488,929,1.6892,213,33.30,83.7
103200000,486,2.375,15679,2.2399,8,509,2.488,929,1.6892,213,33.20,83.6
103800000,486,2.375,15679,2.2399,8,509,2.488,929,1.6892,213,33.10,83.6
104400000,486,2.375,15679,2.2399,8,510,2.493,925,1.6826,215,33.10,83.5
105000000,486,2.375,15679,2.2399,8,510,2.493,925,1.6826,215,33.00,83.5
105600000,486,2.375,15679,2.2399,8,511,2.498,922,1.6760,218,33.00,83.5
106200000,486,2.375,15679,2.2399,8,511,2.498,922,1.6760,218,32.90,83.4
106800000,486,2.375,15679,2.2399,8,512,2.502,918,1.6695,220,32.90,83.5
107400000,486,2.375,15679,2.2399,8,513,2.507,915,1.6629,223,32.80,83.4
108000000,486,2.375,15679,2.2399,8,513,2.507,915,1.6629,223,32.80,83.3
108600000,486,2.375,15679,2.2399,8,514,2.512,911,1.6565,226,32.80,83.2
109200000,486,2.375,15679,2.2399,8,514,2.512,911,1.6565,226,32.70,83.1
109800000,485,2.370,15741,2.2487,8,515,2.517,907,1.6500,228,32.70,83.1
110400000,485,2.370,15741,2.2487,8,516,2.522,904,1.6436,231,32.70,83.1
111000000,485,2.370,15741,2.2487,8,516,2.522,904,1.6436,231,32.60,83.1
111600000,485,2.370,15741,2.2487,8,517,2.527,900,1.6371,234,32.60,83.0
112200000,485,2.370,15741,2.2487,8,517,2.527,900,1.6371,234,32.60,83.0
112800000,485,2.370,15741,2.2487,8,518,2.532,897,1.6307,236,32.50,82.9
113400000,485,2.370,15741,2.2487,8,518,2.532,897,1.6307,236,32.50,82.9
114000000,485,2.370,15741,2.2487,8,519,2.537,893,1.6244,239,32.40,82.9
114600000,485,2.370,15741,2.2487,8,519,2.537,893,1.6244,239,32.40,82.8
115200000,485,2.370,15741,2.2487,8,520,2.542,890,1.6180,242,32.40,82.8
115800000,485,2.370,15741,2.2487,8,520,2.542,890,1.6180,242,32.30,82.8
116400000,485,2.370,15741,2.2487,8,521,2.546,886,1.6117,245,32.30,82.7
117000000,485,2.370,15741,2.2487,8,521,2.546,886,1.6117,245,32.30,82.7
117600000,485,2.370,15741,2.2487,8,522,2.551,883,1.6054,247,32.20,82.7
118200000,485,2.370,15741,2.2487,8,522,2.551,883,1.6054,247,32.20,82.6
118800000,485,2.370,15741,2.2487,8,523,2.556,880,1.5992,250,32.10,82.6
119400000,484,2.366,15803,2.2575,8,523,2.556,880,1.5992,250,32.10,82.6
120000000,484,2.366,15803,2.2575,8,524,2.561,876,1.5929,253,32.10,82.6
120600000,484,2.366,15803,2.2575,8,526,2.571,869,1.5805,259,32.10,82.5
121200000,483,2.361,15865,2.2664,8,528,2.581,863,1.5682,265,32.30,82.7
121800000,483,2.361,15865,2.2664,8,528,2.581,863,1.5682,265,32.50,82.7
122400000,483,2.361,15865,2.2664,8,529,2.586,859,1.5621,268,32.70,82.7
123000000,483,2.361,15865,2.2664,8,530,2.590,856,1.5560,271,32.80,82.6
123600000,482,2.356,15927,2.2753,8,530,2.590,856,1.5560,271,32.90,82.6
124200000,482,2.356,15927,2.2753,8,530,2.590,856,1.5560,271,33.00,82.7
124800000,482,2.356,15927,2.2753,8,531,2.595,852,1.5499,275,33.00,82.7
125400000,482,2.356,15927,2.2753,8,531,2.595,852,1.5499,275,33.00,82.8
126000000,481,2.351,15990,2.2842,7,532,2.600,849,1.5438,278,33.00,82.8
126600000,480,2.346,16052,2.2932,7,531,2.595,852,1.5499,275,33.00,82.9
127200000,480,2.346,16052,2.2932,7,531,2.595,852,1.5499,275,33.00,82.9
127800000,480,2.346,16052,2.2932,7,532,2.600,849,1.5438,278,33.10,83.0
128400000,480,2.346,16052,2.2932,7,532,2.600,849,1.5438,278,33.10,83.0
129000000,480,2.346,16052,2.2932,7,533,2.605,846,1.5378,281,33.10,83.0
129600000,480,2.346,16052,2.2932,7,533,2.605,846,1.5378,281,33.20,83.0
130200000,480,2.346,16052,2.2932,7,534,2.610,842,1.5318,284,33.20,83.0
130800000,480,2.346,16052,2.2932,7,534,2.610,842,1.5318,284,33.20,83.0
131400000,480,2.346,16052,2.2932,7,535,2.615,839,1.5258,288,33.20,83.0
132000000,480,2.346,16052,2.2932,7,535,2.615,839,1.5258,288,33.30,83.0
132600000,480,2.346,16052,2.2932,7,536,2.620,836,1.5198,291,33.30,82.9
133200000,480,2.346,16052,2.2932,7,536,2.620,836,1.5198,291,33.30,82.9
133800000,480,2.346,16052,2.2932,7,536,2.620,836,1.5198,291,33.40,82.9
134400000,480,2.346,16052,2.2932,7,537,2.625,833,1.5139,294,33.40,82.8
135000000,480,2.346,16052,2.2932,7,537,2.625,833,1.5139,294,33.50,82.8
135600000,480,2.346,16052,2.2932,7,540,2.639,823,1.4962,305,33.50,82.7
136200000,480,2.346,16052,2.2932,7,541,2.644,820,1.4903,308,33.60,82.6
136800000,480,2.346,16052,2.2932,7,541,2.644,820,1.4903,308,33.60,82.5
137400000,480,2.346,16052,2.2932,7,541,2.644,820,1.4903,308,33.70,82.4
138000000,480,2.346,16052,2.2932,7,541,2.644,820,1.4903,308,33.70,82.4
138600000,480,2.346,16052,2.2932,7,542,2.649,816,1.4845,312,33.80,82.3
139200000,480,2.346,16052,2.2932,7,542,2.649,816,1.4845,312,33.80,82.3
139800000,480,2.346,16052,2.2932,7,542,2.649,816,1.4845,312,33.80,82.2
140400000,480,2.346,16052,2.2932,7,543,2.654,813,1.4787,315,33.90,82.2
141000000,480,2.346,16052,2.2932,7,543,2.654,813,1.4787,315,33.90,82.2
141600000,480,2.346,16052,2.2932,7,544,2.659,810,1.4729,319,33.90,82.1
142200000,480,2.346,16052,2.2932,7,544,2.659,810,1.4729,319,34.00,82.1
142800000,480,2.346,16052,2.2932,7,544,2.659,810,1.4729,319,34.00,82.0
143400000,480,2.346,16052,2.2932,7,544,2.659,810,1.4729,319,34.00,81.9
144000000,481,2.351,15990,2.2842,7,545,2.664,807,1.4671,323,34.10,81.9
144600000,481,2.351,15990,2.2842,7,545,2.664,807,1.4671,323,34.10,81.9
145200000,481,2.351,15990,2.2842,7,545,2.664,807,1.4671,323,34.10,81.8
145800000,481,2.351,15990,2.2842,7,546,2.669,804,1.4613,327,34.10,81.8
146400000,481,2.351,15990,2.2842,7,546,2.669,804,1.4613,327,34.20,81.7
147000000,481,2.351,15990,2.2842,7,547,2.674,801,1.4556,330,34.20,81.7
147600000,481,2.351,15990,2.2842,7,547,2.674,801,1.4556,330,34.20,81.6
148200000,481,2.351,15990,2.2842,7,547,2.674,801,1.4556,330,34.30,81.6
148800000,481,2.351,15990,2.2842,7,547,2.674,801,1.4556,330,34.30,81.6
149400000,481,2.351,15990,2.2842,7,548,2.678,797,1.4499,334,34.30,81.5
150000000,481,2.351,15990,2.2842,7,548,2.678,797,1.4499,334,34.30,81.5
150600000,481,2.351,15990,2.2842,7,548,2.678,797,1.4499,334,34.40,81.4
151200000,482,2.356,15927,2.2753,8,549,2.683,794,1.4442,338,34.40,81.4
151800000,482,2.356,15927,2.2753,8,549,2.683,794,1.4442,338,34.40,81.3
152400000,482,2.356,15927,2.2753,8,549,2.683,794,1.4442,338,34.50,81.2
153000000,482,2.356,15927,2.2753,8,550,2.688,791,1.4385,342,34.50,81.2
153600000,482,2.356,15927,2.2753,8,550,2.688,791,1.4385,342,34.50,81.2
154200000,482,2.356,15927,2.2753,8,550,2.688,791,1.4385,342,34.50,81.1
154800000,482,2.356,15927,2.2753,8,551,2.693,788,1.4329,346,34.60,81.1
155400000,482,2.356,15927,2.2753,8,551,2.693,788,1.4329,346,34.60,81.0
156000000,482,2.356,15927,2.2753,8,551,2.693,788,1.4329,346,34.60,81.0
156600000,482,2.356,15927,2.2753,8,552,2.698,785,1.4273,350,34.60,80.9
157200000,482,2.356,15927,2.2753,8,552,2.698,785,1.4273,350,34.70,80.9
157800000,483,2.361,15865,2.2664,8,552,2.698,785,1.4273,350,34.70,80.9
158400000,482,2.356,15927,2.2753,8,553,2.703,782,1.4217,354,34.70,80.8
159000000,483,2.361,15865,2.2664,8,553,2.703,782,1.4217,354,34.70,80.8
159600000,483,2.361,15865,2.2664,8,553,2.703,782,1.4217,354,34.80,80.7
160200000,483,2.361,15865,2.2664,8,553,2.703,782,1.4217,354,34.80,80.6
160800000,483,2.361,15865,2.2664,8,554,2.708,779,1.4161,358,34.80,80.6
161400000,483,2.361,15865,2.2664,8,554,2.708,779,1.4161,358,34.80,80.5
162000000,484,2.366,15803,2.2575,8,555,2.713,776,1.4105,363,34.80,80.5
162600000,484,2.366,15803,2.2575,8,555,2.713,776,1.4105,363,34.90,80.4
163200000,484,2.366,15803,2.2575,8,555,2.713,776,1.4105,363,34.90,80.4
163800000,484,2.366,15803,2.2575,8,556,2.717,773,1.4050,367,34.90,80.3
164400000,484,2.366,15803,2.2575,8,556,2.717,773,1.4050,367,34.90,80.3
165000000,484,2.366,15803,2.2575,8,556,2.717,773,1.4050,367,35.00,80.2
165600000,484,2.366,15803,2.2575,8,557,2.722,770,1.3994,371,35.00,80.2
166200000,484,2.366,15803,2.2575,8,557,2.722,770,1.3994,371,35.00,80.1
166800000,485,2.370,15741,2.2487,8,557,2.722,770,1.3994,371,35.00,80.1
167400000,485,2.370,15741,2.2487,8,558,2.727,767,1.3939,375,35.00,80.0
168000000,485,2.370,15741,2.2487,8,558,2.727,767,1.3939,375,35.10,80.0
168600000,485,2.370,15741,2.2487,8,558,2.727,767,1.3939,375,35.10,79.9
169200000,485,2.370,15741,2.2487,8,559,2.732,764,1.3885,380,35.10,79.9
169800000,485,2.370,15741,2.2487,8,559,2.732,764,1.3885,380,35.10,79.9
170400000,486,2.375,15679,2.2399,8,560,2.737,761,1.3830,384,35.10,79.8
171000000,485,2.370,15741,2.2487,8,559,2.732,764,1.3885,380,35.10,79.8
171600000,486,2.375,15679,2.2399,8,558,2.727,767,1.3939,375,35.10,79.7
172200000,486,2.375,15679,2.2399,8,558,2.727,767,1.3939,375,34.80,80.0
172800000,487,2.380,15618,2.2311,8,558,2.727,767,1.3939,375,34.60,80.3
173400000,487,2.380,15618,2.2311,8,559,2.732,764,1.3885,380,34.40,80.4
174000000,487,2.380,15618,2.2311,8,561,2.742,758,1.3775,389,34.30,80.4
174600000,487,2.380,15618,2.2311,8,561,2.742,758,1.3775,389,34.30,80.6
175200000,488,2.385,15557,2.2224,8,562,2.747,755,1.3721,393,34.40,80.5
175800000,488,2.385,15557,2.2224,8,564,2.757,749,1.3613,403,34.30,80.5
176400000,488,2.385,15557,2.2224,8,564,2.757,749,1.3613,403,34.50,80.5
177000000,488,2.385,15557,2.2224,8,565,2.761,746,1.3559,407,34.60,80.4
177600000,488,2.385,15557,2.2224,8,565,2.761,746,1.3559,407,34.70,80.3
178200000,488,2.385,15557,2.2224,8,565,2.761,746,1.3559,407,34.70,80.3
178800000,488,2.385,15557,2.2224,8,566,2.766,743,1.3506,412,34.80,80.2
179400000,488,2.385,15557,2.2224,8,566,2.766,743,1.3506,412,34.80,80.2
180000000,488,2.385,15557,2.2224,8,567,2.771,740,1.3453,417,34.80,80.1
180600000,488,2.385,15557,2.2224,8,567,2.771,740,1.3453,417,34.90,80.1
181200000,488,2.385,15557,2.2224,8,567,2.771,740,1.3453,417,34.90,80.1
181800000,489,2.390,15496,2.2137,8,568,2.776,737,1.3399,422,34.90,80.1
182400000,489,2.390,15496,2.2137,8,568,2.776,737,1.3399,422,34.90,80.0
183000000,489,2.390,15496,2.2137,8,568,2.776,737,1.3399,422,34.90,80.0
183600000,489,2.390,15496,2.2137,8,569,2.781,734,1.3347,427,35.00,80.0
184200000,489,2.390,15496,2.2137,8,569,2.781,734,1.3347,427,35.00,80.0
184800000,489,2.390,15496,2.2137,8,569,2.781,734,1.3347,427,35.00,80.0
185400000,489,2.390,15496,2.2137,8,570,2.786,731,1.3294,432,35.00,79.9
186000000,489,2.390,15496,2.2137,8,570,2.786,731,1.3294,432,35.10,79.9
186600000,489,2.390,15496,2.2137,8,570,2.786,731,1.3294,432,35.10,79.9
187200000,489,2.390,15496,2.2137,8,571,2.791,728,1.3241,437,35.10,79.9
187800000,489,2.390,15496,2.2137,8,571,2.791,728,1.3241,437,35.10,79.9
188400000,488,2.385,15557,2.2224,8,569,2.781,734,1.3347,427,35.10,79.9
189000000,489,2.390,15496,2.2137,8,569,2.781,734,1.3347,427,35.10,79.9
189600000,489,2.390,15496,2.2137,8,570,2.786,731,1.3294,432,35.20,79.8
190200000,489,2.390,15496,2.2137,8,570,2.786,731,1.3294,432,35.20,79.8
190800000,489,2.390,15496,2.2137,8,571,2.791,728,1.3241,437,35.20,79.8
