mq2,mq4,Time
84,9,31:42.6
84,9,31:57.6
84,9,32:12.6
84,9,32:27.6
85,9,32:42.6
85,9,32:57.6
85,9,33:12.6
85,9,33:27.6
85,9,33:42.6
86,9,33:57.6
86,9,34:12.6
86,9,34:27.6
87,10,34:42.6
85,9,34:57.6
85,9,35:12.6
85,9,35:27.6
86,9,35:42.6
86,9,35:57.6
87,10,36:12.6
86,10,36:27.6
86,10,36:42.6
86,10,36:57.6
87,10,37:12.6
86,10,37:27.6
89,10,37:42.6
87,10,37:57.6
86,10,38:12.6
86,10,38:27.6
87,10,38:42.6
87,10,38:57.6
87,10,39:12.6
88,10,39:27.6
89,10,39:42.6
87,10,39:57.6
86,10,40:12.6
88,10,40:27.6
89,10,40:42.6
86,10,40:57.6
88,10,41:12.6
89,10,41:27.6
87,10,41:42.6
87,10,41:57.6
89,10,42:12.6
88,10,42:27.6
89,10,42:42.6
88,10,42:57.6
89,10,43:12.6
89,10,43:27.6
88,10,43:42.6
89,10,43:57.6
90,10,44:12.6
89,10,44:27.6
89,10,44:42.6
88,10,44:57.6
89,10,45:12.6
88,10,45:27.6
89,10,45:42.6
89,10,45:57.6
89,10,46:12.6
89,10,46:27.6
88,10,46:42.6
90,10,46:57.6
88,10,47:12.6
90,10,47:27.6
91,10,47:42.6
90,10,47:57.6
90,11,48:12.6
89,11,48:27.6
91,10,48:42.6
91,10,48:57.6
91,10,49:12.6
90,11,49:27.6
90,11,49:42.6
90,11,49:57.6
91,11,50:12.6
91,11,50:27.6
91,11,50:42.6
92,11,50:57.6
91,11,51:12.6
91,11,51:27.6
92,11,51:42.6
91,11,51:57.6
92,11,52:12.6
90,11,52:27.6
92,11,52:42.6
91,11,52:57.6
91,11,53:12.6
91,11,53:27.6
91,11,53:42.6
91,11,53:57.6
92,11,54:12.6
92,11,54:27.6
91,11,54:42.6
93,11,54:57.6
91,11,55:12.6
93,11,55:27.6
92,11,55:42.6
91,11,55:57.6
92,11,56:12.6
91,11,56:27.6
91,11,56:42.6
90,11,56:57.6
91,11,57:12.6
91,11,57:27.6
92,11,57:42.6
91,11,57:57.6
92,11,58:12.6
91,11,58:27.6
92,11,58:42.6
91,11,58:57.6
91,11,59:12.6
92,11,59:27.6
93,11,59:42.6
91,11,59:57.6
91,11,00:12.6
90,11,00:27.6
91,11,00:42.6
91,11,00:57.6
92,11,01:12.6
91,11,01:27.6
91,11,01:42.6
92,11,01:57.6
91,11,02:12.6
91,11,02:27.6
92,11,02:42.6
92,11,02:57.6
92,11,03:12.6
92,11,03:27.6
92,11,03:42.6
91,11,03:57.6
91,11,04:12.6
91,11,04:27.6
91,11,04:42.6
92,11,04:57.6
92,11,05:12.6
92,11,05:27.6
93,11,05:42.6
92,11,05:57.6
91,11,06:12.6
92,11,06:27.6
92,11,06:42.6
92,11,06:57.6
93,11,07:12.6
92,11,07:27.6
92,11,07:42.6
92,11,07:57.6
92,11,08:12.6
92,11,08:27.6
92,12,08:42.6
92,11,08:57.6
92,11,09:12.6
92,11,09:27.6
92,11,09:42.6
92,12,09:57.6
92,12,10:12.6
93,12,10:27.6
92,12,10:42.6
92,11,10:57.6
92,12,11:12.6
92,12,11:27.6
92,12,11:42.6
93,12,11:57.6
93,12,12:12.6
93,12,12:27.6
92,12,12:42.6
92,12,12:57.6
92,12,13:12.6
92,12,13:27.6
93,12,13:42.6
92,12,13:57.6
93,12,14:12.6
94,12,14:27.6
93,12,14:42.6
93,12,14:57.6
93,12,15:12.6
92,12,15:27.6
93,12,15:42.6
93,12,15:57.6
93,12,16:12.6
93,12,16:27.6
92,12,16:42.6
94,12,16:57.6
94,12,17:12.6
93,12,17:27.6
93,12,17:42.6
93,12,17:57.6
94,12,18:12.6
94,12,18:27.6
94,12,18:42.6
94,12,18:57.6
94,12,19:12.6
95,12,19:27.6
95,12,19:42.6
95,12,19:57.6
95,12,20:12.6
95,12,20:27.6
95,12,20:42.6
95,12,20:57.6
96,12,21:12.6
96,12,21:27.6
95,12,21:42.6
95,12,21:57.6
96,12,22:12.6
96,12,22:27.6
96,12,22:42.6
96,12,22:57.6
97,12,23:12.6
97,12,23:27.6
96,12,23:42.6
96,12,23:57.6
96,12,24:12.6
96,12,24:27.6
97,12,24:42.6
97,12,24:57.6
97,12,25:12.6
97,12,25:27.6
98,12,25:42.6
97,12,25:57.6
97,12,26:12.6
98,12,26:27.6
98,12,26:42.6
117,12,26:57.6
125,12,27:12.6
97,12,27:27.6
90,12,27:42.6
91,12,27:57.6
91,12,28:12.6
91,12,28:27.6
92,12,28:42.6
92,12,28:57.6
92,12,29:12.6
92,12,29:27.6
91,12,29:42.6
91,12,29:57.6
92,12,30:12.6
92,12,30:27.6
91,12,30:42.6
91,12,30:57.6
92,12,31:12.6
91,12,31:27.6
91,12,31:42.6
91,12,31:57.6
91,12,32:12.6
91,12,32:27.6
91,12,32:42.6
90,12,32:57.6
91,12,33:12.6
90,12,33:27.6
90,12,33:42.6
90,12,33:57.6
90,12,34:12.6
90,12,34:27.6
89,12,34:42.6
89,12,34:57.6
90,12,35:12.6
89,12,35:27.6
89,12,35:42.6
89,12,35:57.6
88,12,36:12.6
88,12,36:27.6
88,12,36:42.6
89,12,36:57.6
89,12,37:12.6
89,12,37:27.6
89,12,37:42.6
90,12,37:57.6
90,12,38:12.6
89,12,38:27.6
88,12,38:42.6
88,12,38:57.6
88,12,39:12.6
88,12,39:27.6
88,12,39:42.6
88,12,39:57.6
88,12,40:12.6
88,12,40:27.6
88,12,40:42.6
88,12,40:57.6
87,12,41:12.6
87,12,41:27.6
87,12,41:42.6
87,12,41:57.6
87,12,42:12.6
87,12,42:27.6
87,12,42:42.6
86,12,42:57.6
86,12,43:12.6
87,12,43:27.6
87,12,43:42.6
86,12,43:57.6
86,12,44:12.6
86,12,44:27.6
85,12,44:42.6
85,12,44:57.6
86,12,45:12.6
85,12,45:27.6
86,12,45:42.6
86,12,45:57.6
85,12,46:12.6
85,12,46:27.6
85,12,46:42.6
85,12,46:57.6
85,12,47:12.6
85,12,47:27.6
85,12,47:42.6
85,12,47:57.6
85,12,48:12.6
85,12,48:27.6
85,12,48:42.6
84,12,48:57.6
85,12,49:12.6
84,12,49:27.6
84,12,49:42.6
83,12,49:57.6
84,12,50:12.6
84,12,50:27.6
83,12,50:42.6
84,12,50:57.6
84,12,51:12.6
84,12,51:27.6
84,12,51:42.6
83,12,51:57.6
84,12,52:12.6
84,12,52:27.6
83,12,52:42.6
84,12,52:57.6
83,12,53:12.6
84,12,53:27.6
84,12,53:42.6
84,12,53:57.6
84,12,54:12.6
84,12,54:27.6
83,12,54:42.6
83,12,54:57.6
83,12,55:12.6
83,12,55:27.6
82,12,55:42.6
83,12,55:57.6
84,11,56:12.6
83,12,56:27.6
84,12,56:42.6
83,12,56:57.6
84,12,57:12.6
85,11,57:27.6
85,11,57:42.6
86,11,57:57.6
85,11,58:12.6
87,11,58:27.6
92,11,58:42.6
147,11,58:57.6
132,11,59:12.6
95,11,59:27.6
129,11,59:42.6
109,11,59:57.6
102,11,00:12.6
123,11,00:27.6
113,11,00:42.6
106,11,00:57.6
125,11,01:12.6
97,11,01:27.6
126,11,01:42.6
115,11,01:57.6
122,11,02:12.6
101,11,02:27.6
95,11,02:42.6
82,11,02:57.6
112,11,03:12.6
135,11,03:27.6
93,11,03:42.6
92,11,03:57.6
104,11,04:12.6
100,11,04:27.6
81,11,04:42.6
109,11,04:57.6
118,11,05:12.6
122,11,05:27.6
106,11,05:42.6
77,11,05:57.6
77,11,06:12.6
76,11,06:27.6
77,11,06:42.6
77,11,06:57.6
77,11,07:12.6
77,11,07:27.6
77,11,07:42.6
77,11,07:57.6
77,11,08:12.6
77,11,08:27.6
78,11,08:42.6
78,11,08:57.6
78,11,09:12.6
78,11,09:27.6
77,11,09:42.6
77,11,09:57.6
77,11,10:12.6
77,11,10:27.6
77,11,10:42.6
77,11,10:57.6
78,11,11:12.6
78,11,11:27.6
78,11,11:42.6
78,11,11:57.6
77,11,12:12.6
78,11,12:27.6
79,11,12:42.6
101,11,12:57.6
109,11,13:12.6
92,11,13:27.6
79,11,13:42.6
81,11,13:57.6
80,11,14:12.6
82,11,14:27.6
97,11,14:42.6
121,11,14:57.6
104,11,15:12.6
126,11,15:27.6
96,11,15:42.6
97,11,15:57.6
99,11,16:12.6
82,11,16:27.6
81,11,16:42.6
77,11,16:57.6
102,11,17:12.6
128,11,17:27.6
115,11,17:42.6
85,11,17:57.6
125,11,18:12.6
128,10,18:27.6
98,10,18:42.6
88,10,18:57.6
87,10,19:12.6
88,10,19:27.6
76,10,19:42.6
77,11,19:57.6
73,11,20:12.6
74,11,20:27.6
108,11,20:42.6
85,10,20:57.6
85,10,21:12.6
78,11,21:27.6
91,10,21:42.6
74,11,21:57.6
74,11,22:12.6
74,11,22:27.6
74,11,22:42.6
74,10,22:57.6
74,11,23:12.6
74,10,23:27.6
74,10,23:42.6
74,10,23:57.6
98,10,24:12.6
97,10,24:27.6
91,10,24:42.6
108,10,24:57.6
76,10,25:12.6
109,10,25:27.6
125,10,25:42.6
167,10,25:57.6
117,10,26:12.6
71,10,26:27.6
71,10,26:42.6
71,10,26:57.6
72,10,27:12.6
71,10,27:27.6
72,10,27:42.6
72,10,27:57.6
73,10,28:12.6
73,10,28:27.6
72,10,28:42.6
74,10,28:57.6
81,10,29:12.6
71,10,29:27.6
73,10,29:42.6
103,10,29:57.6
84,10,30:12.6
85,10,30:27.6
71,10,30:42.6
107,10,30:57.6
83,10,31:12.6
113,10,31:27.6
97,10,31:42.6
96,10,31:57.6
112,10,32:12.6
156,9,32:27.6
114,9,32:42.6
85,10,32:57.6
89,10,33:12.6
84,10,33:27.6
103,10,33:42.6
84,10,33:57.6
89,10,34:12.6
89,10,34:27.6
88,10,34:42.6
82,10,34:57.6
80,10,35:12.6
71,10,35:27.6
98,10,35:42.6
94,10,35:57.6
92,10,36:12.6
86,10,36:27.6
100,10,36:42.6
102,10,36:57.6
101,10,37:12.6
73,10,37:27.6
78,10,37:42.6
114,9,37:57.6
98,9,38:12.6
150,9,38:27.6
114,9,38:42.6
63,9,38:57.6
62,10,39:12.6
62,9,39:27.6
64,9,39:42.6
66,10,39:57.6
66,10,40:12.6
67,10,40:27.6
68,10,40:42.6
68,10,40:57.6
68,10,41:12.6
90,10,41:27.6
84,9,41:42.6
96,9,41:57.6
100,9,42:12.6
71,9,42:27.6
87,9,42:42.6
92,9,42:57.6
108,9,43:12.6
101,9,43:27.6
107,9,43:42.6
108,9,43:57.6
90,9,44:12.6
90,9,44:27.6
102,9,44:42.6
89,9,44:57.6
68,9,45:12.6
100,9,45:27.6
77,9,45:42.6
80,9,45:57.6
98,9,46:12.6
89,9,46:27.6
106,9,46:42.6
78,9,46:57.6
106,9,47:12.6
109,9,47:27.6
82,9,47:42.6
100,9,47:57.6
110,9,48:12.6
71,9,48:27.6
62,9,48:42.6
94,9,48:57.6
106,9,49:12.6
150,9,49:27.6
129,9,49:42.6
149,9,49:57.6
134,9,50:12.6
125,9,50:27.6
115,8,50:42.6
60,9,50:57.6
61,9,51:12.6
95,9,51:27.6
137,9,51:42.6
138,9,51:57.6
138,9,52:12.6
158,8,52:27.6
68,9,52:42.6
78,9,52:57.6
82,9,53:12.6
107,9,53:27.6
93,9,53:42.6
72,9,53:57.6
77,9,54:12.6
74,9,54:27.6
74,9,54:42.6
75,9,54:57.6
74,9,55:12.6
74,9,55:27.6
74,9,55:42.6
74,9,55:57.6
74,9,56:12.6
74,9,56:27.6
74,9,56:42.6
74,9,56:57.6
74,9,57:12.6
74,9,57:27.6
73,9,57:42.6
73,9,57:57.6
74,9,58:12.6
74,9,58:27.6
74,9,58:42.6
73,9,58:57.6
73,9,59:12.6
73,9,59:27.6
73,9,59:42.6
73,9,59:57.6
72,9,00:12.6
73,9,00:27.6
73,9,00:42.6
73,9,00:57.6
72,8,01:12.6
70,8,01:27.6
69,8,01:42.6
71,8,01:57.6
70,8,02:12.6
71,8,02:27.6
71,8,02:42.6
77,8,02:57.6
100,8,03:12.6
119,8,03:27.6
101,8,03:42.6
83,8,03:57.6
99,8,04:12.6
126,8,04:27.6
87,8,04:42.6
82,8,04:57.6
76,8,05:12.6
91,8,05:27.6
88,8,05:42.6
98,8,05:57.6
76,8,06:12.6
77,8,06:27.6
86,8,06:42.6
108,8,06:57.6
80,8,07:12.6
106,8,07:27.6
89,8,07:42.6
80,8,07:57.6
71,8,08:12.6
59,8,08:27.6
95,8,08:42.6
138,8,08:57.6
91,8,09:12.6
87,8,09:27.6
82,8,09:42.6
75,8,09:57.6
81,8,10:12.6
69,8,10:27.6
56,8,10:42.6
56,8,10:57.6
52,8,11:12.6
55,8,11:27.6
83,8,11:42.6
79,8,11:57.6
74,8,12:12.6
77,8,12:27.6
55,8,12:42.6
57,8,12:57.6
88,8,13:12.6
87,8,13:27.6
104,8,13:42.6
60,8,13:57.6
80,8,14:12.6
63,8,14:27.6
64,8,14:42.6
63,8,14:57.6
91,8,15:12.6
112,8,15:27.6
94,7,15:42.6
82,7,15:57.6
76,7,16:12.6
67,8,16:27.6
59,8,16:42.6
66,8,16:57.6
69,8,17:12.6
95,7,17:27.6
68,7,17:42.6
75,7,17:57.6
122,7,18:12.6
89,7,18:27.6
50,7,18:42.6
51,7,18:57.6
83,7,19:12.6
61,7,19:27.6
81,7,19:42.6
83,7,19:57.6
56,7,20:12.6
103,7,20:27.6
147,7,20:42.6
131,7,20:57.6
121,7,21:12.6
152,7,21:27.6
118,7,21:42.6
131,7,21:57.6
123,7,22:12.6
115,7,22:27.6
106,7,22:42.6
66,7,22:57.6
75,7,23:12.6
99,7,23:27.6
89,7,23:42.6
53,7,23:57.6
62,7,24:12.6
56,7,24:27.6
77,7,24:42.6
92,7,24:57.6
128,7,25:12.6
128,7,25:27.6
82,7,25:42.6
78,7,25:57.6
56,8,26:12.6
68,7,26:27.6
100,7,26:42.6
113,7,26:57.6
112,7,27:12.6
95,7,27:27.6
77,7,27:42.6
101,7,27:57.6
128,7,28:12.6
122,7,28:27.6
121,7,28:42.6
152,7,28:57.6
158,7,29:12.6
142,6,29:27.6
147,6,29:42.6
156,6,29:57.6
161,6,30:12.6
165,6,30:27.6
145,6,30:42.6
135,6,30:57.6
128,6,31:12.6
143,6,31:27.6
123,6,31:42.6
117,6,31:57.6
115,6,32:12.6
119,6,32:27.6
108,6,32:42.6
98,6,32:57.6
99,6,33:12.6
108,6,33:27.6
107,6,33:42.6
114,5,33:57.6
125,5,34:12.6
129,5,34:27.6
98,5,34:42.6
108,5,34:57.6
109,5,35:12.6
107,5,35:27.6
92,5,35:42.6
104,5,35:57.6
113,5,36:12.6
114,5,36:27.6
119,5,36:42.6
126,5,36:57.6
117,5,37:12.6
117,5,37:27.6
118,5,37:42.6
123,5,37:57.6
126,4,38:12.6
131,4,38:27.6
101,4,38:42.6
102,4,38:57.6
91,4,39:12.6
93,4,39:27.6
87,4,39:42.6
77,4,39:57.6
91,4,40:12.6
107,4,40:27.6
74,4,40:42.6
85,4,40:57.6
98,4,41:12.6
89,4,41:27.6
97,4,41:42.6
51,4,41:57.6
88,4,42:12.6
84,4,42:27.6
103,4,42:42.6
76,4,42:57.6
64,4,43:12.6
104,4,43:27.6
125,4,43:42.6
98,4,43:57.6
77,4,44:12.6
65,4,44:27.6
73,4,44:42.6
75,4,44:57.6
66,4,45:12.6
79,4,45:27.6
97,4,45:42.6
88,4,45:57.6
88,3,46:12.6
55,4,46:27.6
86,3,46:42.6
94,3,46:57.6
35,3,47:12.6
49,4,47:27.6
71,3,47:42.6
72,3,47:57.6
66,3,48:12.6
64,3,48:27.6
73,3,48:42.6
80,3,48:57.6
55,3,49:12.6
64,3,49:27.6
69,3,49:42.6
71,3,49:57.6
74,3,50:12.6
75,3,50:27.6
78,3,50:42.6
58,3,50:57.6
61,3,51:12.6
69,3,51:27.6
65,3,51:42.6
64,3,51:57.6
72,3,52:12.6
76,3,52:27.6
83,3,52:42.6
65,3,52:57.6
69,3,53:12.6
74,3,53:27.6
77,3,53:42.6
79,3,53:57.6
31,3,54:12.6
48,3,54:27.6
61,3,54:42.6
57,3,54:57.6
65,3,55:12.6
66,3,55:27.6
50,3,55:42.6
48,3,55:57.6
61,3,56:12.6
54,3,56:27.6
59,3,56:42.6
63,3,56:57.6
62,3,57:12.6
31,3,57:27.6
41,3,57:42.6
54,3,57:57.6
33,3,58:12.6
50,3,58:27.6
52,3,58:42.6
64,3,58:57.6
34,3,59:12.6
23,3,59:27.6
23,3,59:42.6
24,3,59:57.6
59,3,00:12.6
60,2,00:27.6
53,2,00:42.6
62,2,00:57.6
72,2,01:12.6
53,2,01:27.6
49,2,01:42.6
56,2,01:57.6
64,2,02:12.6
58,2,02:27.6
54,2,02:42.6
49,2,02:57.6
54,2,03:12.6
48,2,03:27.6
52,2,03:42.6
64,2,03:57.6
66,2,04:12.6
59,2,04:27.6
54,2,04:42.6
50,2,04:57.6
53,2,05:12.6
60,2,05:27.6
65,2,05:42.6
65,2,05:57.6
65,2,06:12.6
66,2,06:27.6
68,2,06:42.6
68,2,06:57.6
77,2,07:12.6
83,2,07:27.6
83,2,07:42.6
77,2,07:57.6
74,2,08:12.6
74,2,08:27.6
77,2,08:42.6
88,2,08:57.6
84,2,09:12.6
92,2,09:27.6
66,2,09:42.6
62,2,09:57.6
56,2,10:12.6
39,2,10:27.6
43,2,10:42.6
42,2,10:57.6
30,2,11:12.6
48,2,11:27.6
50,2,11:42.6
53,2,11:57.6
58,2,12:12.6
68,2,12:27.6
73,2,12:42.6
85,2,12:57.6
83,2,13:12.6
57,2,13:27.6
40,2,13:42.6
43,2,13:57.6
43,2,14:12.6
38,2,14:27.6
38,2,14:42.6
50,2,14:57.6
49,2,15:12.6
51,2,15:27.6
45,2,15:42.6
55,2,15:57.6
65,2,16:12.6
70,2,16:27.6
71,2,16:42.6
55,2,16:57.6
43,2,17:12.6
43,2,17:27.6
44,2,17:42.6
41,2,17:57.6
41,2,18:12.6
47,2,18:27.6
39,2,18:42.6
50,2,18:57.6
49,2,19:12.6
49,2,19:27.6
61,2,19:42.6
57,2,19:57.6
55,2,20:12.6
56,2,20:27.6
63,2,20:42.6
71,2,20:57.6
69,2,21:12.6
71,2,21:27.6
60,2,21:42.6
59,2,21:57.6
54,2,22:12.6
41,2,22:27.6
23,2,22:42.6
37,2,22:57.6
31,2,23:12.6
41,2,23:27.6
39,2,23:42.6
27,2,23:57.6
19,2,24:12.6
19,2,24:27.6
30,2,24:42.6
37,2,24:57.6
36,2,25:12.6
26,2,25:27.6
43,2,25:42.6
23,2,25:57.6
18,2,26:12.6
31,2,26:27.6
40,2,26:42.6
47,2,26:57.6
58,2,27:12.6
56,2,27:27.6
58,2,27:42.6
29,2,27:57.6
47,2,28:12.6
28,2,28:27.6
19,2,28:42.6
22,2,28:57.6
21,2,29:12.6
18,2,29:27.6
18,2,29:42.6
18,2,29:57.6
18,2,30:12.6
19,2,30:27.6
35,2,30:42.6
31,2,30:57.6
52,2,31:12.6
54,2,31:27.6
61,2,31:42.6
50,2,31:57.6
20,2,32:12.6
17,2,32:27.6
17,2,32:42.6
31,2,32:57.6
20,2,33:12.6
17,2,33:27.6
17,2,33:42.6
29,2,33:57.6
33,2,34:12.6
34,2,34:27.6
18,2,34:42.6
17,2,34:57.6
17,2,35:12.6
17,2,35:27.6
17,2,35:42.6
18,2,35:57.6
38,2,36:12.6
33,2,36:27.6
38,2,36:42.6
36,2,36:57.6
31,2,37:12.6
17,2,37:27.6
16,2,37:42.6
17,2,37:57.6
17,2,38:12.6
18,2,38:27.6
43,2,38:42.6
53,2,38:57.6
49,2,39:12.6
38,2,39:27.6
41,1,39:42.6
28,2,39:57.6
43,1,40:12.6
51,1,40:27.6
55,1,40:42.6
66,1,40:57.6
69,1,41:12.6
47,1,41:27.6
35,1,41:42.6
34,1,41:57.6
34,1,42:12.6
37,1,42:27.6
41,1,42:42.6
43,1,42:57.6
44,1,43:12.6
43,1,43:27.6
45,1,43:42.6
52,1,43:57.6
50,1,44:12.6
57,1,44:27.6
63,1,44:42.6
66,1,44:57.6
69,1,45:12.6
71,1,45:27.6
59,1,45:42.6
40,1,45:57.6
38,1,46:12.6
45,1,46:27.6
39,1,46:42.6
53,1,46:57.6
55,1,47:12.6
59,1,47:27.6
54,1,47:42.6
55,1,47:57.6
62,1,48:12.6
62,1,48:27.6
61,1,48:42.6
60,1,48:57.6
58,1,49:12.6
64,1,49:27.6
80,1,49:42.6
80,1,49:57.6
74,1,50:12.6
69,1,50:27.6
78,1,50:42.6
88,1,50:57.6
55,1,51:12.6
54,1,51:27.6
59,1,51:42.6
45,1,51:57.6
46,1,52:12.6
45,1,52:27.6
46,1,52:42.6
45,1,52:57.6
49,1,53:12.6
46,1,53:27.6
50,1,53:42.6
59,1,53:57.6
60,1,54:12.6
58,1,54:27.6
58,1,54:42.6
65,1,54:57.6
72,1,55:12.6
73,1,55:27.6
75,1,55:42.6
60,1,55:57.6
65,1,56:12.6
64,1,56:27.6
67,1,56:42.6
65,1,56:57.6
53,1,57:12.6
52,1,57:27.6
48,1,57:42.6
49,1,57:57.6
49,1,58:12.6
53,1,58:27.6
54,1,58:42.6
55,1,58:57.6
59,1,59:12.6
59,1,59:27.6
59,1,59:42.6
59,1,59:57.6
58,1,00:12.6
62,1,00:27.6
61,1,00:42.6
63,1,00:57.6
65,1,01:12.6
71,1,01:27.6
76,1,01:42.6
82,1,01:57.6
79,1,02:12.6
72,1,02:27.6
75,1,02:42.6
70,1,02:57.6
55,1,03:12.6
51,1,03:27.6
54,1,03:42.6
62,1,03:57.6
65,1,04:12.6
55,1,04:27.6
49,1,04:42.6
57,1,04:57.6
47,1,05:12.6
53,1,05:27.6
51,1,05:42.6
55,1,05:57.6
55,1,06:12.6
58,1,06:27.6
57,1,06:42.6
49,1,06:57.6
49,1,07:12.6
53,1,07:27.6
61,1,07:42.6
56,1,07:57.6
58,1,08:12.6
47,1,08:27.6
50,1,08:42.6
64,1,08:57.6
64,1,09:12.6
57,1,09:27.6
46,1,09:42.6
42,1,09:57.6
47,1,10:12.6
39,1,10:27.6
39,1,10:42.6
48,1,10:57.6
39,1,11:12.6
46,1,11:27.6
46,1,11:42.6
41,1,11:57.6
52,1,12:12.6
57,1,12:27.6
62,1,12:42.6
52,1,12:57.6
50,1,13:12.6
52,1,13:27.6
43,1,13:42.6
35,1,13:57.6
31,1,14:12.6
30,1,14:27.6
32,1,14:42.6
32,1,14:57.6
34,1,15:12.6
31,1,15:27.6
38,1,15:42.6
41,1,15:57.6
34,1,16:12.6
43,1,16:27.6
46,1,16:42.6
47,1,16:57.6
46,1,17:12.6
45,1,17:27.6
49,1,17:42.6
51,1,17:57.6
42,1,18:12.6
32,1,18:27.6
41,1,18:42.6
46,1,18:57.6
43,1,19:12.6
50,1,19:27.6
53,1,19:42.6
56,1,19:57.6
55,1,20:12.6
50,1,20:27.6
47,1,20:42.6
50,1,20:57.6
51,1,21:12.6
51,1,21:27.6
53,1,21:42.6
51,1,21:57.6
52,1,22:12.6
51,1,22:27.6
48,1,22:42.6
48,1,22:57.6
49,1,23:12.6
50,1,23:27.6
49,1,23:42.6
48,1,23:57.6
48,1,24:12.6
47,1,24:27.6
47,1,24:42.6
47,1,24:57.6
50,1,25:12.6
52,1,25:27.6
53,1,25:42.6
54,1,25:57.6
54,1,26:12.6
53,1,26:27.6
52,1,26:42.6
49,1,26:57.6
54,1,27:12.6
51,1,27:27.6
45,1,27:42.6
41,1,27:57.6
49,1,28:12.6
49,1,28:27.6
40,1,28:42.6
40,1,28:57.6
43,1,29:12.6
45,1,29:27.6
43,1,29:42.6
50,1,29:57.6
55,1,30:12.6
57,1,30:27.6
62,1,30:42.6
64,1,30:57.6
71,1,31:12.6
69,1,31:27.6
62,1,31:42.6
64,1,31:57.6
66,1,32:12.6
68,1,32:27.6
72,1,32:42.6
72,1,32:57.6
74,1,33:12.6
74,1,33:27.6
75,1,33:42.6
74,1,33:57.6
71,1,34:12.6
64,1,34:27.6
60,1,34:42.6
53,1,34:57.6
58,1,35:12.6
64,1,35:27.6
64,1,35:42.6
64,1,35:57.6
65,1,36:12.6
54,1,36:27.6
43,1,36:42.6
46,1,36:57.6
58,1,37:12.6
59,1,37:27.6
58,1,37:42.6
57,1,37:57.6
53,1,38:12.6
59,1,38:27.6
66,1,38:42.6
52,1,38:57.6
45,1,39:12.6
43,1,39:27.6
41,1,39:42.6
39,1,39:57.6
39,1,40:12.6
38,1,40:27.6
42,1,40:42.6
44,1,40:57.6
47,1,41:12.6
47,1,41:27.6
47,1,41:42.6
48,1,41:57.6
49,1,42:12.6
45,1,42:27.6
48,1,42:42.6
50,1,42:57.6
49,1,43:12.6
47,1,43:27.6
47,1,43:42.6
46,1,43:57.6
46,1,44:12.6
47,1,44:27.6
46,1,44:42.6
46,1,44:57.6
44,1,45:12.6
41,1,45:27.6
39,1,45:42.6
39,1,45:57.6
38,1,46:12.6
38,1,46:27.6
38,1,46:42.6
37,1,46:57.6
37,1,47:12.6
37,1,47:27.6
37,1,47:42.6
37,1,47:57.6
37,1,48:12.6
38,1,48:27.6
38,1,48:42.6
38,1,48:57.6
38,1,49:12.6
38,1,49:27.6
38,1,49:42.6
39,1,49:57.6
38,1,50:12.6
39,1,50:27.6
39,1,50:42.6
41,1,50:57.6
39,1,51:12.6
39,1,51:27.6
41,1,51:42.6
39,1,51:57.6
39,1,52:12.6
38,1,52:27.6
38,1,52:42.6
39,1,52:57.6
43,1,53:12.6
46,1,53:27.6
46,1,53:42.6
47,1,53:57.6
47,1,54:12.6
49,1,54:27.6
51,1,54:42.6
51,1,54:57.6
45,1,55:12.6
42,1,55:27.6
41,1,55:42.6
43,1,55:57.6
46,1,56:12.6
44,1,56:27.6
43,1,56:42.6
44,1,56:57.6
47,1,57:12.6
47,1,57:27.6
47,1,57:42.6
47,1,57:57.6
47,1,58:12.6
46,1,58:27.6
44,1,58:42.6
43,1,58:57.6
43,1,59:12.6
46,1,59:27.6
49,1,59:42.6
50,1,59:57.6
52,1,00:12.6
51,1,00:27.6
55,1,00:42.6
55,1,00:57.6
56,1,01:12.6
56,1,01:27.6
56,1,01:42.6
56,1,01:57.6
58,1,02:12.6
57,1,02:27.6
57,1,02:42.6
58,1,02:57.6
59,1,03:12.6
59,1,03:27.6
57,1,03:42.6
55,1,03:57.6
55,1,04:12.6
55,1,04:27.6
57,1,04:42.6
54,1,04:57.6
53,1,05:12.6
53,1,05:27.6
53,1,05:42.6
52,1,05:57.6
53,1,06:12.6
54,1,06:27.6
54,1,06:42.6
54,1,06:57.6
56,1,07:12.6
56,1,07:27.6
58,1,07:42.6
56,1,07:57.6
55,1,08:12.6
55,1,08:27.6
56,1,08:42.6
59,1,08:57.6
64,1,09:12.6
64,1,09:27.6
64,1,09:42.6
61,1,09:57.6
60,1,10:12.6
61,1,10:27.6
62,1,10:42.6
69,1,10:57.6
68,1,11:12.6
67,1,11:27.6
68,1,11:42.6
67,1,11:57.6
65,1,12:12.6
68,1,12:27.6
71,1,12:42.6
66,1,12:57.6
66,1,13:12.6
68,1,13:27.6
68,1,13:42.6
74,1,13:57.6
71,1,14:12.6
68,1,14:27.6
65,1,14:42.6
64,1,14:57.6
61,1,15:12.6
60,1,15:27.6
64,1,15:42.6
62,1,15:57.6
61,1,16:12.6
60,1,16:27.6
55,1,16:42.6
63,1,16:57.6
53,1,17:12.6
48,1,17:27.6
46,1,17:42.6
43,1,17:57.6
49,1,18:12.6
52,1,18:27.6
56,1,18:42.6
56,1,18:57.6
58,1,19:12.6
58,1,19:27.6
57,1,19:42.6
52,1,19:57.6
45,1,20:12.6
41,1,20:27.6
41,1,20:42.6
40,1,20:57.6
