mq2,mq4,Time
37,8,45:27.6
37,8,45:42.6
37,8,45:57.6
37,8,46:12.6
37,8,46:27.6
37,8,46:42.6
37,8,46:57.6
37,8,47:12.6
37,8,47:27.6
37,8,47:42.6
37,8,47:57.6
37,8,48:12.6
36,8,48:27.6
37,8,48:42.6
36,8,48:57.6
36,8,49:12.6
37,8,49:27.6
36,8,49:42.6
36,8,49:57.6
36,8,50:12.6
37,8,50:27.6
37,8,50:42.6
37,8,50:57.6
37,8,51:12.6
36,8,51:27.6
36,8,51:42.6
36,8,51:57.6
35,8,52:12.6
35,8,52:27.6
35,8,52:42.6
34,8,52:57.6
34,8,53:12.6
34,8,53:27.6
34,8,53:42.6
33,8,53:57.6
33,8,54:12.6
32,8,54:27.6
32,8,54:42.6
32,7,54:57.6
32,7,55:12.6
31,7,55:27.6
31,7,55:42.6
31,7,55:57.6
31,7,56:12.6
29,7,56:27.6
30,7,56:42.6
29,7,56:57.6
30,7,57:12.6
29,7,57:27.6
29,7,57:42.6
28,6,57:57.6
29,6,58:12.6
28,6,58:27.6
28,6,58:42.6
28,6,58:57.6
27,6,59:12.6
28,6,59:27.6
27,6,59:42.6
27,6,59:57.6
26,6,00:12.6
27,6,00:27.6
27,6,00:42.6
26,6,00:57.6
26,6,01:12.6
26,6,01:27.6
26,6,01:42.6
26,6,01:57.6
26,5,02:12.6
25,5,02:27.6
25,5,02:42.6
25,5,02:57.6
25,5,03:12.6
24,5,03:27.6
24,5,03:42.6
24,5,03:57.6
24,5,04:12.6
24,5,04:27.6
24,5,04:42.6
24,5,04:57.6
24,5,05:12.6
24,5,05:27.6
23,5,05:42.6
23,5,05:57.6
23,5,06:12.6
23,5,06:27.6
23,5,06:42.6
23,4,06:57.6
23,4,07:12.6
23,4,07:27.6
22,4,07:42.6
22,4,07:57.6
22,4,08:12.6
22,4,08:27.6
22,4,08:42.6
22,4,08:57.6
22,4,09:12.6
21,4,09:27.6
21,4,09:42.6
21,4,09:57.6
21,4,10:12.6
21,4,10:27.6
21,4,10:42.6
21,4,10:57.6
21,4,11:12.6
21,4,11:27.6
21,4,11:42.6
21,4,11:57.6
20,4,12:12.6
20,4,12:27.6
21,4,12:42.6
20,4,12:57.6
20,4,13:12.6
20,4,13:27.6
20,4,13:42.6
20,4,13:57.6
20,4,14:12.6
86,12,14:27.6
29,5,14:42.6
26,4,14:57.6
24,4,15:12.6
24,4,15:27.6
24,4,15:42.6
24,4,15:57.6
24,4,16:12.6
24,4,16:27.6
23,4,16:42.6
23,4,16:57.6
23,4,17:12.6
23,4,17:27.6
23,4,17:42.6
23,4,17:57.6
23,4,18:12.6
22,4,18:27.6
22,4,18:42.6
23,4,18:57.6
23,4,19:12.6
23,4,19:27.6
22,4,19:42.6
22,4,19:57.6
23,4,20:12.6
22,4,20:27.6
23,4,20:42.6
23,4,20:57.6
23,4,21:12.6
23,4,21:27.6
23,4,21:42.6
22,4,21:57.6
22,4,22:12.6
22,4,22:27.6
22,4,22:42.6
22,4,22:57.6
22,4,23:12.6
22,4,23:27.6
22,4,23:42.6
22,4,23:57.6
22,4,24:12.6
22,4,24:27.6
22,4,24:42.6
22,4,24:57.6
22,4,25:12.6
22,4,25:27.6
22,4,25:42.6
22,4,25:57.6
22,4,26:12.6
22,4,26:27.6
23,4,26:42.6
22,4,26:57.6
23,4,27:12.6
23,4,27:27.6
23,4,27:42.6
23,4,27:57.6
23,4,28:12.6
23,4,28:27.6
23,4,28:42.6
23,4,28:57.6
23,4,29:12.6
23,4,29:27.6
23,4,29:42.6
23,4,29:57.6
23,4,30:12.6
23,4,30:27.6
23,4,30:42.6
23,4,30:57.6
23,4,31:12.6
23,4,31:27.6
23,4,31:42.6
23,4,31:57.6
23,4,32:12.6
23,4,32:27.6
23,4,32:42.6
23,4,32:57.6
23,4,33:12.6
23,4,33:27.6
23,4,33:42.6
23,4,33:57.6
23,4,34:12.6
23,4,34:27.6
23,4,34:42.6
23,4,34:57.6
23,4,35:12.6
23,4,35:27.6
23,4,35:42.6
23,4,35:57.6
23,4,36:12.6
23,4,36:27.6
23,4,36:42.6
23,4,36:57.6
23,4,37:12.6
23,4,37:27.6
23,4,37:42.6
23,4,37:57.6
23,4,38:12.6
23,4,38:27.6
23,4,38:42.6
23,4,38:57.6
23,4,39:12.6
23,4,39:27.6
23,4,39:42.6
23,4,39:57.6
23,4,40:12.6
23,4,40:27.6
23,4,40:42.6
23,4,40:57.6
23,4,41:12.6
23,4,41:27.6
23,4,41:42.6
23,4,41:57.6
23,4,42:12.6
23,4,42:27.6
23,4,42:42.6
23,4,42:57.6
22,4,43:12.6
23,4,43:27.6
22,4,43:42.6
22,4,43:57.6
22,4,44:12.6
23,4,44:27.6
22,4,44:42.6
22,4,44:57.6
23,4,45:12.6
22,4,45:27.6
22,4,45:42.6
22,4,45:57.6
27,4,46:12.6
26,5,46:27.6
25,5,46:42.6
26,5,46:57.6
27,5,47:12.6
26,6,47:27.6
26,6,47:42.6
27,6,47:57.6
27,6,48:12.6
26,6,48:27.6
26,6,48:42.6
26,6,48:57.6
27,6,49:12.6
27,6,49:27.6
27,6,49:42.6
27,6,49:57.6
26,6,50:12.6
27,6,50:27.6
26,6,50:42.6
26,6,50:57.6
27,6,51:12.6
27,6,51:27.6
27,6,51:42.6
27,6,51:57.6
27,6,52:12.6
27,6,52:27.6
27,6,52:42.6
26,6,52:57.6
27,6,53:12.6
27,6,53:27.6
28,6,53:42.6
27,6,53:57.6
27,6,54:12.6
28,6,54:27.6
27,7,54:42.6
27,6,54:57.6
28,6,55:12.6
27,7,55:27.6
27,6,55:42.6
27,7,55:57.6
27,7,56:12.6
28,7,56:27.6
28,6,56:42.6
27,7,56:57.6
28,7,57:12.6
27,6,57:27.6
27,7,57:42.6
27,7,57:57.6
28,7,58:12.6
27,7,58:27.6
26,7,58:42.6
29,7,58:57.6
27,6,59:12.6
27,7,59:27.6
27,7,59:42.6
27,7,59:57.6
27,7,00:12.6
28,7,00:27.6
28,7,00:42.6
26,7,00:57.6
27,7,01:12.6
27,7,01:27.6
27,7,01:42.6
28,7,01:57.6
27,7,02:12.6
27,7,02:27.6
26,7,02:42.6
26,7,02:57.6
27,7,03:12.6
26,7,03:27.6
26,6,03:42.6
26,6,03:57.6
26,6,04:12.6
26,6,04:27.6
27,7,04:42.6
25,7,04:57.6
26,6,05:12.6
27,7,05:27.6
26,6,05:42.6
26,7,05:57.6
26,7,06:12.6
27,7,06:27.6
27,7,06:42.6
27,7,06:57.6
26,7,07:12.6
26,6,07:27.6
27,6,07:42.6
26,6,07:57.6
26,7,08:12.6
26,7,08:27.6
26,7,08:42.6
26,7,08:57.6
27,7,09:12.6
26,7,09:27.6
26,7,09:42.6
26,7,09:57.6
26,7,10:12.6
26,7,10:27.6
26,7,10:42.6
26,7,10:57.6
28,7,11:12.6
26,7,11:27.6
26,7,11:42.6
26,7,11:57.6
26,7,12:12.6
27,7,12:27.6
26,7,12:42.6
27,7,12:57.6
26,7,13:12.6
26,7,13:27.6
27,7,13:42.6
27,7,13:57.6
27,6,14:12.6
27,7,14:27.6
26,7,14:42.6
26,7,14:57.6
26,7,15:12.6
27,7,15:27.6
26,7,15:42.6
26,7,15:57.6
27,7,16:12.6
26,7,16:27.6
26,7,16:42.6
26,7,16:57.6
26,7,17:12.6
27,7,17:27.6
26,7,17:42.6
27,7,17:57.6
27,7,18:12.6
26,7,18:27.6
26,7,18:42.6
27,7,18:57.6
26,7,19:12.6
27,7,19:27.6
26,7,19:42.6
27,7,19:57.6
28,7,20:12.6
26,7,20:27.6
26,7,20:42.6
27,7,20:57.6
27,7,21:12.6
26,7,21:27.6
25,7,21:42.6
25,7,21:57.6
26,6,22:12.6
26,7,22:27.6
26,7,22:42.6
26,7,22:57.6
26,7,23:12.6
26,7,23:27.6
26,7,23:42.6
26,7,23:57.6
26,7,24:12.6
26,6,24:27.6
26,6,24:42.6
26,7,24:57.6
25,7,25:12.6
26,6,25:27.6
26,6,25:42.6
26,7,25:57.6
26,7,26:12.6
26,7,26:27.6
26,7,26:42.6
25,7,26:57.6
24,7,27:12.6
24,7,27:27.6
24,7,27:42.6
24,7,27:57.6
23,6,28:12.6
24,6,28:27.6
24,6,28:42.6
24,6,28:57.6
24,6,29:12.6
23,6,29:27.6
23,6,29:42.6
24,6,29:57.6
23,6,30:12.6
23,6,30:27.6
23,6,30:42.6
22,6,30:57.6
23,5,31:12.6
23,5,31:27.6
22,5,31:42.6
22,5,31:57.6
22,5,32:12.6
22,5,32:27.6
22,5,32:42.6
22,5,32:57.6
23,5,33:12.6
22,5,33:27.6
22,5,33:42.6
21,5,33:57.6
21,5,34:12.6
21,5,34:27.6
21,5,34:42.6
21,5,34:57.6
20,5,35:12.6
20,5,35:27.6
20,5,35:42.6
21,5,35:57.6
20,5,36:12.6
20,5,36:27.6
19,5,36:42.6
20,5,36:57.6
20,5,37:12.6
19,5,37:27.6
19,5,37:42.6
20,5,37:57.6
20,5,38:12.6
20,5,38:27.6
19,4,38:42.6
19,4,38:57.6
19,4,39:12.6
19,4,39:27.6
19,4,39:42.6
19,4,39:57.6
18,4,40:12.6
18,4,40:27.6
18,4,40:42.6
19,4,40:57.6
18,4,41:12.6
19,4,41:27.6
19,4,41:42.6
19,4,41:57.6
19,4,42:12.6
18,4,42:27.6
18,4,42:42.6
18,4,42:57.6
18,4,43:12.6
18,4,43:27.6
19,4,43:42.6
19,4,43:57.6
18,4,44:12.6
18,4,44:27.6
18,4,44:42.6
17,4,44:57.6
17,4,45:12.6
17,4,45:27.6
17,4,45:42.6
17,4,45:57.6
17,4,46:12.6
17,4,46:27.6
17,4,46:42.6
17,4,46:57.6
17,4,47:12.6
17,4,47:27.6
17,4,47:42.6
17,4,47:57.6
17,4,48:12.6
17,4,48:27.6
17,4,48:42.6
16,4,48:57.6
17,4,49:12.6
17,4,49:27.6
17,4,49:42.6
17,3,49:57.6
17,3,50:12.6
17,4,50:27.6
16,4,50:42.6
16,4,50:57.6
16,4,51:12.6
16,4,51:27.6
16,3,51:42.6
16,3,51:57.6
16,3,52:12.6
16,3,52:27.6
16,3,52:42.6
16,3,52:57.6
16,3,53:12.6
16,3,53:27.6
16,3,53:42.6
16,3,53:57.6
16,3,54:12.6
16,3,54:27.6
16,3,54:42.6
17,4,54:57.6
17,4,55:12.6
17,4,55:27.6
17,4,55:42.6
17,4,55:57.6
17,4,56:12.6
17,4,56:27.6
18,4,56:42.6
18,4,56:57.6
17,4,57:12.6
18,4,57:27.6
17,4,57:42.6
17,4,57:57.6
17,4,58:12.6
18,4,58:27.6
18,4,58:42.6
18,4,58:57.6
18,4,59:12.6
18,5,59:27.6
18,5,59:42.6
19,4,59:57.6
18,4,00:12.6
19,4,00:27.6
17,4,00:42.6
18,4,00:57.6
18,4,01:12.6
18,4,01:27.6
18,4,01:42.6
18,4,01:57.6
18,4,02:12.6
18,4,02:27.6
18,4,02:42.6
18,4,02:57.6
17,4,03:12.6
17,4,03:27.6
17,4,03:42.6
17,4,03:57.6
17,4,04:12.6
17,4,04:27.6
16,4,04:42.6
16,4,04:57.6
17,4,05:12.6
17,4,05:27.6
16,4,05:42.6
16,4,05:57.6
16,4,06:12.6
16,4,06:27.6
16,4,06:42.6
16,3,06:57.6
16,3,07:12.6
16,3,07:27.6
16,4,07:42.6
16,4,07:57.6
16,3,08:12.6
16,3,08:27.6
16,3,08:42.6
16,3,08:57.6
16,4,09:12.6
15,4,09:27.6
16,4,09:42.6
15,4,09:57.6
15,4,10:12.6
16,3,10:27.6
15,3,10:42.6
16,3,10:57.6
15,3,11:12.6
15,3,11:27.6
15,3,11:42.6
15,3,11:57.6
15,3,12:12.6
15,3,12:27.6
15,3,12:42.6
15,3,12:57.6
15,3,13:12.6
16,3,13:27.6
15,3,13:42.6
15,3,13:57.6
15,3,14:12.6
15,3,14:27.6
15,3,14:42.6
15,3,14:57.6
15,3,15:12.6
15,3,15:27.6
15,3,15:42.6
15,3,15:57.6
14,3,16:12.6
14,3,16:27.6
14,3,16:42.6
14,3,16:57.6
14,3,17:12.6
14,3,17:27.6
14,3,17:42.6
15,3,17:57.6
14,3,18:12.6
14,3,18:27.6
14,3,18:42.6
15,3,18:57.6
14,3,19:12.6
14,3,19:27.6
14,3,19:42.6
14,3,19:57.6
14,3,20:12.6
14,3,20:27.6
13,3,20:42.6
14,3,20:57.6
14,3,21:12.6
14,3,21:27.6
14,3,21:42.6
14,3,21:57.6
14,3,22:12.6
14,3,22:27.6
14,3,22:42.6
14,3,22:57.6
14,3,23:12.6
13,3,23:27.6
14,3,23:42.6
14,3,23:57.6
13,3,24:12.6
13,3,24:27.6
14,3,24:42.6
14,3,24:57.6
13,3,25:12.6
13,3,25:27.6
13,3,25:42.6
14,3,25:57.6
14,3,26:12.6
11,2,26:27.6
11,2,26:42.6
12,2,26:57.6
11,2,27:12.6
11,2,27:27.6
11,2,27:42.6
11,2,27:57.6
11,2,28:12.6
11,2,28:27.6
11,2,28:42.6
11,2,28:57.6
11,2,29:12.6
11,2,29:27.6
11,2,29:42.6
11,2,29:57.6
11,2,30:12.6
11,2,30:27.6
12,2,30:42.6
12,2,30:57.6
11,2,31:12.6
12,2,31:27.6
12,2,31:42.6
12,2,31:57.6
12,2,32:12.6
12,2,32:27.6
12,2,32:42.6
12,2,32:57.6
12,2,33:12.6
12,2,33:27.6
12,2,33:42.6
12,2,33:57.6
12,2,34:12.6
12,2,34:27.6
13,2,34:42.6
13,2,34:57.6
13,2,35:12.6
13,2,35:27.6
13,2,35:42.6
13,2,35:57.6
13,2,36:12.6
13,2,36:27.6
13,2,36:42.6
15,3,36:57.6
15,3,37:12.6
15,3,37:27.6
15,3,37:42.6
16,3,37:57.6
16,3,38:12.6
15,3,38:27.6
16,3,38:42.6
16,3,38:57.6
16,4,39:12.6
16,4,39:27.6
16,4,39:42.6
17,4,39:57.6
17,4,40:12.6
17,4,40:27.6
18,4,40:42.6
19,4,40:57.6
18,4,41:12.6
19,4,41:27.6
19,4,41:42.6
19,4,41:57.6
19,4,42:12.6
20,4,42:27.6
20,4,42:42.6
20,4,42:57.6
20,4,43:12.6
20,4,43:27.6
21,4,43:42.6
21,4,43:57.6
20,4,44:12.6
20,5,44:27.6
21,5,44:42.6
20,5,44:57.6
20,5,45:12.6
21,4,45:27.6
21,5,45:42.6
20,5,45:57.6
20,5,46:12.6
20,5,46:27.6
20,5,46:42.6
20,5,46:57.6
20,5,47:12.6
20,5,47:27.6
21,4,47:42.6
20,5,47:57.6
20,5,48:12.6
20,5,48:27.6
20,5,48:42.6
20,5,48:57.6
20,5,49:12.6
20,5,49:27.6
21,5,49:42.6
20,5,49:57.6
19,5,50:12.6
17,4,50:27.6
17,4,50:42.6
17,4,50:57.6
17,4,51:12.6
17,4,51:27.6
17,4,51:42.6
17,4,51:57.6
17,4,52:12.6
17,3,52:27.6
17,3,52:42.6
17,3,52:57.6
17,3,53:12.6
17,3,53:27.6
17,3,53:42.6
17,3,53:57.6
17,3,54:12.6
17,3,54:27.6
17,3,54:42.6
16,3,54:57.6
16,3,55:12.6
16,3,55:27.6
16,3,55:42.6
17,3,55:57.6
16,3,56:12.6
16,3,56:27.6
16,3,56:42.6
16,3,56:57.6
16,3,57:12.6
16,3,57:27.6
16,3,57:42.6
16,3,57:57.6
16,3,58:12.6
16,3,58:27.6
16,3,58:42.6
16,3,58:57.6
16,3,59:12.6
16,3,59:27.6
16,3,59:42.6
16,3,59:57.6
16,3,00:12.6
16,3,00:27.6
16,3,00:42.6
16,3,00:57.6
16,3,01:12.6
17,3,01:27.6
16,3,01:42.6
16,3,01:57.6
16,3,02:12.6
16,3,02:27.6
16,3,02:42.6
16,3,02:57.6
16,3,03:12.6
16,3,03:27.6
17,3,03:42.6
16,3,03:57.6
16,3,04:12.6
17,3,04:27.6
17,3,04:42.6
17,3,04:57.6
16,3,05:12.6
17,3,05:27.6
17,3,05:42.6
17,3,05:57.6
17,3,06:12.6
17,3,06:27.6
17,3,06:42.6
17,3,06:57.6
17,3,07:12.6
17,3,07:27.6
17,3,07:42.6
17,3,07:57.6
19,4,08:12.6
19,4,08:27.6
20,4,08:42.6
21,5,08:57.6
21,5,09:12.6
21,5,09:27.6
21,5,09:42.6
21,5,09:57.6
22,5,10:12.6
23,6,10:27.6
22,5,10:42.6
22,5,10:57.6
21,6,11:12.6
22,5,11:27.6
22,6,11:42.6
23,6,11:57.6
22,6,12:12.6
22,6,12:27.6
22,6,12:42.6
22,6,12:57.6
23,6,13:12.6
22,6,13:27.6
22,6,13:42.6
21,6,13:57.6
22,6,14:12.6
22,6,14:27.6
23,6,14:42.6
23,6,14:57.6
23,6,15:12.6
22,6,15:27.6
23,6,15:42.6
23,6,15:57.6
23,6,16:12.6
23,6,16:27.6
23,6,16:42.6
23,6,16:57.6
24,7,17:12.6
24,6,17:27.6
24,6,17:42.6
23,6,17:57.6
23,6,18:12.6
23,6,18:27.6
23,6,18:42.6
24,6,18:57.6
24,7,19:12.6
24,7,19:27.6
24,6,19:42.6
23,7,19:57.6
24,7,20:12.6
24,7,20:27.6
24,7,20:42.6
24,7,20:57.6
25,7,21:12.6
24,7,21:27.6
24,7,21:42.6
25,7,21:57.6
25,7,22:12.6
25,7,22:27.6
25,7,22:42.6
25,7,22:57.6
26,7,23:12.6
26,7,23:27.6
25,7,23:42.6
26,7,23:57.6
26,7,24:12.6
24,7,24:27.6
27,7,24:42.6
26,7,24:57.6
26,7,25:12.6
25,7,25:27.6
26,7,25:42.6
26,7,25:57.6
26,7,26:12.6
26,7,26:27.6
28,7,26:42.6
27,7,26:57.6
25,7,27:12.6
26,7,27:27.6
26,7,27:42.6
26,7,27:57.6
26,7,28:12.6
27,8,28:27.6
27,8,28:42.6
27,8,28:57.6
26,7,29:12.6
27,7,29:27.6
26,7,29:42.6
27,7,29:57.6
27,7,30:12.6
27,7,30:27.6
28,7,30:42.6
28,7,30:57.6
27,7,31:12.6
28,8,31:27.6
27,8,31:42.6
27,8,31:57.6
27,8,32:12.6
28,8,32:27.6
28,8,32:42.6
28,8,32:57.6
28,8,33:12.6
28,8,33:27.6
28,8,33:42.6
29,8,33:57.6
28,8,34:12.6
28,8,34:27.6
29,8,34:42.6
28,8,34:57.6
29,8,35:12.6
30,8,35:27.6
28,8,35:42.6
28,8,35:57.6
29,8,36:12.6
30,8,36:27.6
29,8,36:42.6
30,8,36:57.6
28,8,37:12.6
28,8,37:27.6
30,8,37:42.6
29,8,37:57.6
29,8,38:12.6
30,8,38:27.6
29,8,38:42.6
29,8,38:57.6
29,8,39:12.6
30,8,39:27.6
30,8,39:42.6
29,9,39:57.6
29,9,40:12.6
29,9,40:27.6
29,8,40:42.6
30,8,40:57.6
29,8,41:12.6
29,8,41:27.6
29,8,41:42.6
30,8,41:57.6
29,8,42:12.6
29,8,42:27.6
29,9,42:42.6
29,9,42:57.6
30,8,43:12.6
30,9,43:27.6
29,8,43:42.6
30,8,43:57.6
31,8,44:12.6
29,8,44:27.6
30,8,44:42.6
30,9,44:57.6
29,9,45:12.6
29,9,45:27.6
29,9,45:42.6
29,9,45:57.6
28,9,46:12.6
28,8,46:27.6
28,8,46:42.6
28,8,46:57.6
29,8,47:12.6
29,8,47:27.6
28,8,47:42.6
28,8,47:57.6
28,8,48:12.6
28,8,48:27.6
28,8,48:42.6
28,8,48:57.6
28,8,49:12.6
28,8,49:27.6
28,8,49:42.6
28,8,49:57.6
28,8,50:12.6
28,8,50:27.6
28,8,50:42.6
29,8,50:57.6
27,8,51:12.6
28,8,51:27.6
28,8,51:42.6
27,8,51:57.6
27,8,52:12.6
28,8,52:27.6
28,8,52:42.6
27,8,52:57.6
27,8,53:12.6
28,8,53:27.6
27,8,53:42.6
27,8,53:57.6
27,8,54:12.6
27,7,54:27.6
27,8,54:42.6
27,7,54:57.6
27,7,55:12.6
27,7,55:27.6
27,7,55:42.6
28,7,55:57.6
28,8,56:12.6
27,7,56:27.6
27,8,56:42.6
27,8,56:57.6
28,7,57:12.6
26,7,57:27.6
27,7,57:42.6
27,7,57:57.6
27,8,58:12.6
27,7,58:27.6
28,7,58:42.6
27,8,58:57.6
27,8,59:12.6
27,7,59:27.6
27,7,59:42.6
27,7,59:57.6
26,7,00:12.6
27,7,00:27.6
27,7,00:42.6
27,7,00:57.6
27,7,01:12.6
27,7,01:27.6
28,7,01:42.6
27,7,01:57.6
27,7,02:12.6
27,7,02:27.6
28,7,02:42.6
28,7,02:57.6
28,7,03:12.6
27,7,03:27.6
26,7,03:42.6
28,7,03:57.6
27,7,04:12.6
24,7,04:27.6
23,6,04:42.6
23,6,04:57.6
23,5,05:12.6
23,5,05:27.6
23,5,05:42.6
23,5,05:57.6
23,5,06:12.6
23,5,06:27.6
23,5,06:42.6
23,5,06:57.6
23,5,07:12.6
23,5,07:27.6
23,5,07:42.6
23,5,07:57.6
23,5,08:12.6
23,5,08:27.6
23,5,08:42.6
23,5,08:57.6
23,5,09:12.6
23,5,09:27.6
23,5,09:42.6
23,5,09:57.6
23,5,10:12.6
23,5,10:27.6
23,5,10:42.6
23,5,10:57.6
23,5,11:12.6
23,5,11:27.6
23,5,11:42.6
23,5,11:57.6
23,5,12:12.6
23,5,12:27.6
23,5,12:42.6
23,5,12:57.6
23,5,13:12.6
23,5,13:27.6
22,5,13:42.6
23,5,13:57.6
23,5,14:12.6
23,5,14:27.6
23,5,14:42.6
23,5,14:57.6
23,5,15:12.6
23,5,15:27.6
23,5,15:42.6
23,5,15:57.6
23,5,16:12.6
23,5,16:27.6
23,5,16:42.6
23,5,16:57.6
23,5,17:12.6
23,5,17:27.6
23,5,17:42.6
23,5,17:57.6
23,5,18:12.6
23,5,18:27.6
23,6,18:42.6
28,6,18:57.6
27,7,19:12.6
28,7,19:27.6
27,9,19:42.6
27,9,19:57.6
27,9,20:12.6
27,9,20:27.6
28,9,20:42.6
27,9,20:57.6
27,10,21:12.6
26,10,21:27.6
26,9,21:42.6
27,9,21:57.6
26,9,22:12.6
27,9,22:27.6
27,9,22:42.6
26,9,22:57.6
26,9,23:12.6
27,9,23:27.6
26,9,23:42.6
26,9,23:57.6
26,9,24:12.6
27,10,24:27.6
26,9,24:42.6
26,9,24:57.6
26,9,25:12.6
27,10,25:27.6
27,10,25:42.6
27,10,25:57.6
26,9,26:12.6
26,10,26:27.6
26,10,26:42.6
27,10,26:57.6
26,10,27:12.6
25,9,27:27.6
26,10,27:42.6
26,10,27:57.6
26,9,28:12.6
26,10,28:27.6
26,10,28:42.6
26,10,28:57.6
27,10,29:12.6
26,10,29:27.6
26,10,29:42.6
26,9,29:57.6
26,10,30:12.6
26,10,30:27.6
26,10,30:42.6
26,10,30:57.6
26,10,31:12.6
26,10,31:27.6
26,10,31:42.6
26,10,31:57.6
26,10,32:12.6
27,10,32:27.6
27,10,32:42.6
26,10,32:57.6
26,10,33:12.6
26,10,33:27.6
26,10,33:42.6
26,10,33:57.6
26,10,34:12.6
26,10,34:27.6
26,10,34:42.6
26,11,34:57.6
25,11,35:12.6
26,11,35:27.6
26,11,35:42.6
26,11,35:57.6
26,10,36:12.6
25,10,36:27.6
26,11,36:42.6
26,11,36:57.6
26,10,37:12.6
26,11,37:27.6
26,11,37:42.6
26,11,37:57.6
26,11,38:12.6
26,11,38:27.6
26,11,38:42.6
26,11,38:57.6
26,11,39:12.6
26,11,39:27.6
25,11,39:42.6
26,11,39:57.6
25,11,40:12.6
25,11,40:27.6
25,11,40:42.6
24,11,40:57.6
25,11,41:12.6
26,11,41:27.6
25,11,41:42.6
25,11,41:57.6
25,11,42:12.6
25,11,42:27.6
25,11,42:42.6
25,11,42:57.6
25,11,43:12.6
24,11,43:27.6
25,11,43:42.6
24,11,43:57.6
24,11,44:12.6
24,11,44:27.6
25,11,44:42.6
24,10,44:57.6
24,11,45:12.6
25,11,45:27.6
25,11,45:42.6
24,11,45:57.6
24,11,46:12.6
24,11,46:27.6
24,10,46:42.6
24,11,46:57.6
25,11,47:12.6
22,10,47:27.6
21,9,47:42.6
21,8,47:57.6
21,8,48:12.6
21,8,48:27.6
21,8,48:42.6
21,8,48:57.6
21,8,49:12.6
20,7,49:27.6
21,7,49:42.6
20,7,49:57.6
20,7,50:12.6
20,7,50:27.6
21,7,50:42.6
20,7,50:57.6
21,7,51:12.6
20,7,51:27.6
20,7,51:42.6
20,7,51:57.6
20,7,52:12.6
20,7,52:27.6
20,7,52:42.6
20,7,52:57.6
20,7,53:12.6
20,7,53:27.6
20,7,53:42.6
20,7,53:57.6
20,7,54:12.6
20,7,54:27.6
20,7,54:42.6
20,7,54:57.6
20,7,55:12.6
20,7,55:27.6
20,7,55:42.6
20,7,55:57.6
20,7,56:12.6
20,7,56:27.6
20,7,56:42.6
19,7,56:57.6
19,7,57:12.6
20,7,57:27.6
20,7,57:42.6
19,7,57:57.6
19,7,58:12.6
19,7,58:27.6
19,6,58:42.6
19,7,58:57.6
19,7,59:12.6
19,7,59:27.6
19,7,59:42.6
19,6,59:57.6
19,7,00:12.6
19,7,00:27.6
19,6,00:42.6
19,6,00:57.6
19,7,01:12.6
19,7,01:27.6
19,7,01:42.6
19,6,01:57.6
19,6,02:12.6
19,6,02:27.6
19,6,02:42.6
19,6,02:57.6
19,6,03:12.6
19,6,03:27.6
19,6,03:42.6
19,6,03:57.6
19,6,04:12.6
18,6,04:27.6
18,6,04:42.6
18,6,04:57.6
18,6,05:12.6
19,6,05:27.6
19,6,05:42.6
20,7,05:57.6
21,7,06:12.6
21,7,06:27.6
21,7,06:42.6
21,7,06:57.6
20,7,07:12.6
20,7,07:27.6
20,7,07:42.6
20,7,07:57.6
20,7,08:12.6
20,7,08:27.6
20,7,08:42.6
20,7,08:57.6
19,7,09:12.6
19,7,09:27.6
19,7,09:42.6
19,7,09:57.6
19,7,10:12.6
19,7,10:27.6
19,6,10:42.6
19,6,10:57.6
19,6,11:12.6
19,6,11:27.6
19,6,11:42.6
18,6,11:57.6
18,6,12:12.6
19,6,12:27.6
19,6,12:42.6
18,6,12:57.6
18,6,13:12.6
18,6,13:27.6
18,6,13:42.6
18,6,13:57.6
18,6,14:12.6
39,10,14:27.6
22,7,14:42.6
21,7,14:57.6
21,6,15:12.6
21,6,15:27.6
22,6,15:42.6
21,6,15:57.6
21,6,16:12.6
21,7,16:27.6
21,6,16:42.6
20,6,16:57.6
21,6,17:12.6
20,6,17:27.6
20,6,17:42.6
20,6,17:57.6
20,6,18:12.6
20,6,18:27.6
20,6,18:42.6
20,6,18:57.6
20,6,19:12.6
20,6,19:27.6
21,6,19:42.6
21,6,19:57.6
20,6,20:12.6
21,6,20:27.6
21,6,20:42.6
21,6,20:57.6
21,6,21:12.6
21,6,21:27.6
21,6,21:42.6
21,6,21:57.6
22,6,22:12.6
22,6,22:27.6
22,6,22:42.6
22,6,22:57.6
22,6,23:12.6
22,6,23:27.6
22,7,23:42.6
24,7,23:57.6
71,10,24:12.6
41,10,24:27.6
24,8,24:42.6
24,7,24:57.6
26,7,25:12.6
34,8,25:27.6
27,8,25:42.6
25,7,25:57.6
27,7,26:12.6
26,7,26:27.6
26,7,26:42.6
27,7,26:57.6
29,7,27:12.6
28,8,27:27.6
28,8,27:42.6
27,7,27:57.6
27,8,28:12.6
27,7,28:27.6
27,8,28:42.6
27,8,28:57.6
27,8,29:12.6
27,8,29:27.6
27,8,29:42.6
28,8,29:57.6
26,8,30:12.6
26,8,30:27.6
26,8,30:42.6
26,8,30:57.6
26,8,31:12.6
26,8,31:27.6
26,8,31:42.6
26,8,31:57.6
26,8,32:12.6
26,8,32:27.6
26,8,32:42.6
26,8,32:57.6
26,8,33:12.6
26,8,33:27.6
26,8,33:42.6
26,8,33:57.6
26,8,34:12.6
26,8,34:27.6
26,8,34:42.6
